"","Pop","Year","Sex","Cause","Age","Count"
"5643","USA",2010,2,3,92,126.078087975243
"5644","USA",2010,2,3,93,113.631683139357
"5645","USA",2010,2,3,94,100.487539674213
"5646","USA",2010,2,3,95,87.260491873854
"5647","USA",2010,2,3,96,74.4498120131228
"5648","USA",2010,2,3,97,62.512762928252
"5649","USA",2010,2,3,98,51.7244953852643
"5650","USA",2010,2,3,99,42.2730792516077
"5651","USA",2010,2,3,100,34.1928005300439
"5652","USA",2010,2,3,101,27.4348772422453
"5653","USA",2010,2,3,102,21.8819172560602
"5654","USA",2010,2,3,103,17.3735149513952
"5655","USA",2010,2,3,104,13.750501995605
"5656","USA",2010,2,3,105,10.8571418479421
"5657","USA",2010,2,3,106,8.55949008355896
"5658","USA",2010,2,3,107,6.74053371927711
"5659","USA",2010,2,3,108,5.30477330095204
"5660","USA",2010,2,3,109,4.17302608016856
"5661","USA",2010,2,3,110,3.28213890992117
"5662","USA",2010,2,4,0,27.0405121084488
"5663","USA",2010,2,4,1,24.7868498151431
"5664","USA",2010,2,4,2,22.7791250132804
"5665","USA",2010,2,4,3,21.0190828900486
"5666","USA",2010,2,4,4,19.5132831459628
"5667","USA",2010,2,4,5,18.2544780445867
"5668","USA",2010,2,4,6,17.233838382112
"5669","USA",2010,2,4,7,16.4405300178139
"5670","USA",2010,2,4,8,15.8608541215651
"5671","USA",2010,2,4,9,15.4860065552261
"5672","USA",2010,2,4,10,15.3055727724118
"5673","USA",2010,2,4,11,15.3162263472166
"5674","USA",2010,2,4,12,15.5147071446066
"5675","USA",2010,2,4,13,15.9042747540552
"5676","USA",2010,2,4,14,16.4889677275671
"5677","USA",2010,2,4,15,17.2768650237884
"5678","USA",2010,2,4,16,18.278278902198
"5679","USA",2010,2,4,17,19.503043374529
"5680","USA",2010,2,4,18,20.9660268844036
"5681","USA",2010,2,4,19,22.6754296375469
"5682","USA",2010,2,4,20,24.6449916990944
"5683","USA",2010,2,4,21,26.8722870481661
"5684","USA",2010,2,4,22,29.3668204621789
"5685","USA",2010,2,4,23,32.1149388593452
"5686","USA",2010,2,4,24,35.1192508489423
"5687","USA",2010,2,4,25,38.357175632898
"5688","USA",2010,2,4,26,41.8251760537052
"5689","USA",2010,2,4,27,45.4998851082921
"5690","USA",2010,2,4,28,49.3803684571699
"5691","USA",2010,2,4,29,53.4643688970161
"5692","USA",2010,2,4,30,57.7682406866373
"5693","USA",2010,2,4,31,62.3380219224679
"5694","USA",2010,2,4,32,67.2102223132887
"5695","USA",2010,2,4,33,72.4654223003303
"5696","USA",2010,2,4,34,78.1621013411045
"5697","USA",2010,2,4,35,84.4085836848669
"5698","USA",2010,2,4,36,91.2887488823539
"5699","USA",2010,2,4,37,98.9361629830388
"5700","USA",2010,2,4,38,107.460983443986
"5701","USA",2010,2,4,39,117.006290878328
"5702","USA",2010,2,4,40,127.706332063775
"5703","USA",2010,2,4,41,139.69552356295
"5704","USA",2010,2,4,42,153.128799976797
"5705","USA",2010,2,4,43,168.128688948499
"5706","USA",2010,2,4,44,184.858570841159
"5707","USA",2010,2,4,45,203.399245435017
"5708","USA",2010,2,4,46,223.894473508675
"5709","USA",2010,2,4,47,246.334217970234
"5710","USA",2010,2,4,48,270.79634392255
"5711","USA",2010,2,4,49,297.115833009216
"5712","USA",2010,2,4,50,325.246334519456
"5713","USA",2010,2,4,51,354.815462295131
"5714","USA",2010,2,4,52,385.644505236497
"5715","USA",2010,2,4,53,417.383153905554
"5716","USA",2010,2,4,54,449.82285984215
"5717","USA",2010,2,4,55,482.903681371478
"5718","USA",2010,2,4,56,516.468278137384
"5719","USA",2010,2,4,57,550.504537911769
"5720","USA",2010,2,4,58,584.791473421391
"5721","USA",2010,2,4,59,618.734987073306
"5722","USA",2010,2,4,60,651.852421625528
"5723","USA",2010,2,4,61,682.956487252593
"5724","USA",2010,2,4,62,711.433182766177
"5725","USA",2010,2,4,63,736.908379032106
"5726","USA",2010,2,4,64,759.16335531882
"5727","USA",2010,2,4,65,779.344446473363
"5728","USA",2010,2,4,66,797.798810167385
"5729","USA",2010,2,4,67,816.274279806335
"5730","USA",2010,2,4,68,835.350460692374
"5731","USA",2010,2,4,69,856.270097963198
"5732","USA",2010,2,4,70,879.537084169841
"5733","USA",2010,2,4,71,905.908391876137
"5734","USA",2010,2,4,72,935.839171682169
"5735","USA",2010,2,4,73,970.125971856998
"5736","USA",2010,2,4,74,1009.36381307045
"5737","USA",2010,2,4,75,1054.50389224072
"5738","USA",2010,2,4,76,1106.32120868353
"5739","USA",2010,2,4,77,1165.00904717712
"5740","USA",2010,2,4,78,1231.02425269528
"5741","USA",2010,2,4,79,1302.42907197912
"5742","USA",2010,2,4,80,1378.34363060424
"5743","USA",2010,2,4,81,1453.98648883677
"5744","USA",2010,2,4,82,1526.38479729394
"5745","USA",2010,2,4,83,1589.04788275843
"5746","USA",2010,2,4,84,1637.70700030599
"5747","USA",2010,2,4,85,1665.40694111742
"5748","USA",2010,2,4,86,1668.21562290884
"5749","USA",2010,2,4,87,1641.71431665426
"5750","USA",2010,2,4,88,1585.0431330817
"5751","USA",2010,2,4,89,1498.91442637026
"5752","USA",2010,2,4,90,1387.05846435776
"5753","USA",2010,2,4,91,1254.80550815481
"5754","USA",2010,2,4,92,1109.07099104624
"5755","USA",2010,2,4,93,956.867895151176
"5756","USA",2010,2,4,94,805.361835060934
"5757","USA",2010,2,4,95,660.80947976804
"5758","USA",2010,2,4,96,528.315606041689
"5759","USA",2010,2,4,97,412.213328603761
"5760","USA",2010,2,4,98,314.26489617493
"5761","USA",2010,2,4,99,235.016687122467
"5762","USA",2010,2,4,100,172.965189160327
"5763","USA",2010,2,4,101,125.779047672206
"5764","USA",2010,2,4,102,90.7076877418072
"5765","USA",2010,2,4,103,65.0107938255262
"5766","USA",2010,2,4,104,46.4040350692159
"5767","USA",2010,2,4,105,33.021748805221
"5768","USA",2010,2,4,106,23.4533817606728
"5769","USA",2010,2,4,107,16.6336506559481
"5770","USA",2010,2,4,108,11.7869782662063
"5771","USA",2010,2,4,109,8.34748877511202
"5772","USA",2010,2,4,110,5.90994322616922
"5773","USA",2010,2,5,0,0.693440595387534
"5774","USA",2010,2,5,1,0.777628433908181
"5775","USA",2010,2,5,2,0.872058742324357
"5776","USA",2010,2,5,3,0.97799576860293
"5777","USA",2010,2,5,4,1.09690596148872
"5778","USA",2010,2,5,5,1.23044249200156
"5779","USA",2010,2,5,6,1.38051275434101
"5780","USA",2010,2,5,7,1.54928024356719
"5781","USA",2010,2,5,8,1.73914401253806
"5782","USA",2010,2,5,9,1.95281985785454
"5783","USA",2010,2,5,10,2.19325106705356
"5784","USA",2010,2,5,11,2.46372706326384
"5785","USA",2010,2,5,12,2.76782242208028
"5786","USA",2010,2,5,13,3.10946320197165
"5787","USA",2010,2,5,14,3.49291341757735
"5788","USA",2010,2,5,15,3.92275103922316
"5789","USA",2010,2,5,16,4.40384940567213
"5790","USA",2010,2,5,17,4.9412187409692
"5791","USA",2010,2,5,18,5.53998617726967
"5792","USA",2010,2,5,19,6.20492051298129
"5793","USA",2010,2,5,20,6.94070317633427
"5794","USA",2010,2,5,21,7.75071801018061
"5795","USA",2010,2,5,22,8.63856162266628
"5796","USA",2010,2,5,23,9.60564111547867
"5797","USA",2010,2,5,24,10.6537781091092
"5798","USA",2010,2,5,25,11.7818930284411
"5799","USA",2010,2,5,26,12.990112341391
"5800","USA",2010,2,5,27,14.2762039694735
"5801","USA",2010,2,5,28,15.6407804786164
"5802","USA",2010,2,5,29,17.0860945418016
"5803","USA",2010,2,5,30,18.6167107201272
"5804","USA",2010,2,5,31,20.2456758768249
"5805","USA",2010,2,5,32,21.982886460767
"5806","USA",2010,2,5,33,23.8505281355159
"5807","USA",2010,2,5,34,25.8648791590366
"5808","USA",2010,2,5,35,28.0567008199972
"5809","USA",2010,2,5,36,30.4487688357221
"5810","USA",2010,2,5,37,33.0767074139736
"5811","USA",2010,2,5,38,35.9667579245479
"5812","USA",2010,2,5,39,39.1464394877571
"5813","USA",2010,2,5,40,42.638923916176
"5814","USA",2010,2,5,41,46.4477378397826
"5815","USA",2010,2,5,42,50.5827853958123
"5816","USA",2010,2,5,43,55.0084253216598
"5817","USA",2010,2,5,44,59.7050368245212
"5818","USA",2010,2,5,45,64.5713514352741
"5819","USA",2010,2,5,46,69.5475546855573
"5820","USA",2010,2,5,47,74.4847448433582
"5821","USA",2010,2,5,48,79.2984674096389
"5822","USA",2010,2,5,49,83.8700062655895
"5823","USA",2010,2,5,50,88.1260293053176
"5824","USA",2010,2,5,51,92.0350117751321
"5825","USA",2010,2,5,52,95.5661819268489
"5826","USA",2010,2,5,53,98.8090122054558
"5827","USA",2010,2,5,54,101.792723561794
"5828","USA",2010,2,5,55,104.749876584305
"5829","USA",2010,2,5,56,107.763060084324
"5830","USA",2010,2,5,57,111.134104187501
"5831","USA",2010,2,5,58,114.978657147929
"5832","USA",2010,2,5,59,119.580716706289
"5833","USA",2010,2,5,60,125.08947549044
"5834","USA",2010,2,5,61,131.789775106927
"5835","USA",2010,2,5,62,139.898801796886
"5836","USA",2010,2,5,63,149.77755949034
"5837","USA",2010,2,5,64,161.772782664423
"5838","USA",2010,2,5,65,176.393259202525
"5839","USA",2010,2,5,66,194.205866227627
"5840","USA",2010,2,5,67,215.984519704578
"5841","USA",2010,2,5,68,242.668967160059
"5842","USA",2010,2,5,69,275.495451485414
"5843","USA",2010,2,5,70,316.034887158767
"5844","USA",2010,2,5,71,366.240272044118
"5845","USA",2010,2,5,72,428.678727332006
"5846","USA",2010,2,5,73,506.106856616766
"5847","USA",2010,2,5,74,602.322913807325
"5848","USA",2010,2,5,75,720.516637070403
"5849","USA",2010,2,5,76,865.32025940534
"5850","USA",2010,2,5,77,1039.795242981
"5851","USA",2010,2,5,78,1248.39781606282
"5852","USA",2010,2,5,79,1493.2939565224
"5853","USA",2010,2,5,80,1777.40785316604
"5854","USA",2010,2,5,81,2099.89653465865
"5855","USA",2010,2,5,82,2459.63636400515
"5856","USA",2010,2,5,83,2847.45774760768
"5857","USA",2010,2,5,84,3253.04179302583
"5858","USA",2010,2,5,85,3652.99531655366
"5859","USA",2010,2,5,86,4023.99414979102
"5860","USA",2010,2,5,87,4335.11170539771
"5861","USA",2010,2,5,88,4560.09961462573
"5862","USA",2010,2,5,89,4680.40561647416
"5863","USA",2010,2,5,90,4685.53278462537
"5864","USA",2010,2,5,91,4575.67384048185
"5865","USA",2010,2,5,92,4359.06170323429
"5866","USA",2010,2,5,93,4039.40420393264
"5867","USA",2010,2,5,94,3633.92103636116
"5868","USA",2010,2,5,95,3157.27658793245
"5869","USA",2010,2,5,96,2639.37256574872
"5870","USA",2010,2,5,97,2122.11000018748
"5871","USA",2010,2,5,98,1640.52970167897
"5872","USA",2010,2,5,99,1226.41577993226
"5873","USA",2010,2,5,100,890.922053645783
"5874","USA",2010,2,5,101,633.245693809287
"5875","USA",2010,2,5,102,443.183692266136
"5876","USA",2010,2,5,103,306.512949847082
"5877","USA",2010,2,5,104,210.256151552493
"5878","USA",2010,2,5,105,143.304969241928
"5879","USA",2010,2,5,106,97.2383268641705
"5880","USA",2010,2,5,107,65.7500493819267
"5881","USA",2010,2,5,108,44.3541668939506
"5882","USA",2010,2,5,109,29.8683330324342
"5883","USA",2010,2,5,110,20.093608566951
"5884","USA",2010,2,6,0,61.6681697803947
"5885","USA",2010,2,6,1,53.9045795570164
"5886","USA",2010,2,6,2,47.3210336188536
"5887","USA",2010,2,6,3,41.8238349142507
"5888","USA",2010,2,6,4,37.310180859859
"5889","USA",2010,2,6,5,33.6599145936837
"5890","USA",2010,2,6,6,30.7462221814761
"5891","USA",2010,2,6,7,28.4638298088446
"5892","USA",2010,2,6,8,26.7109681640804
"5893","USA",2010,2,6,9,25.4124399099438
"5894","USA",2010,2,6,10,24.4961569458333
"5895","USA",2010,2,6,11,23.9100208537593
"5896","USA",2010,2,6,12,23.6085418650219
"5897","USA",2010,2,6,13,23.5562628480248
"5898","USA",2010,2,6,14,23.7241654812157
"5899","USA",2010,2,6,15,24.0842137702544
"5900","USA",2010,2,6,16,24.6160114040215
"5901","USA",2010,2,6,17,25.2924596651698
"5902","USA",2010,2,6,18,26.0993564249657
"5903","USA",2010,2,6,19,27.0116666403378
"5904","USA",2010,2,6,20,28.0179764012024
"5905","USA",2010,2,6,21,29.0946766477481
"5906","USA",2010,2,6,22,30.2358180653848
"5907","USA",2010,2,6,23,31.4275090936581
"5908","USA",2010,2,6,24,32.6737253547797
"5909","USA",2010,2,6,25,33.9804749867633
"5910","USA",2010,2,6,26,35.3622862919232
"5911","USA",2010,2,6,27,36.8459368115829
"5912","USA",2010,2,6,28,38.4537370324817
"5913","USA",2010,2,6,29,40.2255541423504
"5914","USA",2010,2,6,30,42.1933522671623
"5915","USA",2010,2,6,31,44.4122455298669
"5916","USA",2010,2,6,32,46.9210863120525
"5917","USA",2010,2,6,33,49.7764082235846
"5918","USA",2010,2,6,34,53.0216218122481
"5919","USA",2010,2,6,35,56.7016837908178
"5920","USA",2010,2,6,36,60.8669113276912
"5921","USA",2010,2,6,37,65.5575993049261
"5922","USA",2010,2,6,38,70.8392269775433
"5923","USA",2010,2,6,39,76.7759276499219
"5924","USA",2010,2,6,40,83.4558577046105
"5925","USA",2010,2,6,41,90.9762588066483
"5926","USA",2010,2,6,42,99.4436453827895
"5927","USA",2010,2,6,43,108.943948622524
"5928","USA",2010,2,6,44,119.581207148886
"5929","USA",2010,2,6,45,131.368011268087
"5930","USA",2010,2,6,46,144.371773414096
"5931","USA",2010,2,6,47,158.494434426661
"5932","USA",2010,2,6,48,173.730409739749
"5933","USA",2010,2,6,49,189.866133580178
"5934","USA",2010,2,6,50,206.796529753916
"5935","USA",2010,2,6,51,224.196347771418
"5936","USA",2010,2,6,52,241.889330838596
"5937","USA",2010,2,6,53,259.664055044094
"5938","USA",2010,2,6,54,277.388934133511
"5939","USA",2010,2,6,55,295.213619099022
"5940","USA",2010,2,6,56,313.134746167703
"5941","USA",2010,2,6,57,331.50736789079
"5942","USA",2010,2,6,58,350.39482728489
"5943","USA",2010,2,6,59,369.94433673606
"5944","USA",2010,2,6,60,390.170162762878
"5945","USA",2010,2,6,61,410.972365585915
"5946","USA",2010,2,6,62,432.338321570863
"5947","USA",2010,2,6,63,454.498340147774
"5948","USA",2010,2,6,64,477.614770915887
"5949","USA",2010,2,6,65,502.594090436293
"5950","USA",2010,2,6,66,529.948107934476
"5951","USA",2010,2,6,67,561.244455523351
"5952","USA",2010,2,6,68,597.488954608544
"5953","USA",2010,2,6,69,640.952811655908
"5954","USA",2010,2,6,70,693.42588032693
"5955","USA",2010,2,6,71,758.085813513946
"5956","USA",2010,2,6,72,837.960120452573
"5957","USA",2010,2,6,73,936.179270791354
"5958","USA",2010,2,6,74,1056.77099948777
"5959","USA",2010,2,6,75,1201.21828153628
"5960","USA",2010,2,6,76,1373.03426687436
"5961","USA",2010,2,6,77,1571.70423397333
"5962","USA",2010,2,6,78,1798.78156022216
"5963","USA",2010,2,6,79,2052.8678346012
"5964","USA",2010,2,6,80,2333.65931059984
"5965","USA",2010,2,6,81,2638.15391823676
"5966","USA",2010,2,6,82,2963.47098608151
"5967","USA",2010,2,6,83,3297.5285143867
"5968","USA",2010,2,6,84,3628.95536576227
"5969","USA",2010,2,6,85,3929.87547147633
"5970","USA",2010,2,6,86,4176.9074043842
"5971","USA",2010,2,6,87,4340.20217397432
"5972","USA",2010,2,6,88,4399.83827143671
"5973","USA",2010,2,6,89,4349.17893128353
"5974","USA",2010,2,6,90,4190.79470157241
"5975","USA",2010,2,6,91,3939.916874548
"5976","USA",2010,2,6,92,3615.82026721364
"5977","USA",2010,2,6,93,3232.32285487442
"5978","USA",2010,2,6,94,2810.41473154144
"5979","USA",2010,2,6,95,2366.23214039602
"5980","USA",2010,2,6,96,1923.05794053613
"5981","USA",2010,2,6,97,1508.62770256412
"5982","USA",2010,2,6,98,1142.44585045677
"5983","USA",2010,2,6,99,839.73161491981
"5984","USA",2010,2,6,100,601.896729741037
"5985","USA",2010,2,6,101,423.381026836515
"5986","USA",2010,2,6,102,293.970927030069
"5987","USA",2010,2,6,103,202.138343424789
"5988","USA",2010,2,6,104,138.095059811549
"5989","USA",2010,2,6,105,93.8762465940963
"5990","USA",2010,2,6,106,63.6072819679143
"5991","USA",2010,2,6,107,42.9895406133199
"5992","USA",2010,2,6,108,29.0079563016678
"5993","USA",2010,2,6,109,19.5503646317612
"5994","USA",2010,2,6,110,13.1678145690266
"5995","USA",2010,2,7,0,40.3680224822068
"5996","USA",2010,2,7,1,35.2538839129281
"5997","USA",2010,2,7,2,30.9167954135011
"5998","USA",2010,2,7,3,27.2936430206298
"5999","USA",2010,2,7,4,24.3283843906139
"6000","USA",2010,2,7,5,21.9464041274343
"6001","USA",2010,2,7,6,20.0759658955112
"6002","USA",2010,2,7,7,18.6543375650901
"6003","USA",2010,2,7,8,17.6226174474309
"6004","USA",2010,2,7,9,16.9399042233825
"6005","USA",2010,2,7,10,16.5696783383594
"6006","USA",2010,2,7,11,16.492723445582
"6007","USA",2010,2,7,12,16.6964246656178
"6008","USA",2010,2,7,13,17.1816993555105
"6009","USA",2010,2,7,14,17.9567978520421
"6010","USA",2010,2,7,15,19.0392699607905
"6011","USA",2010,2,7,16,20.4561501541201
"6012","USA",2010,2,7,17,22.2383596842564
"6013","USA",2010,2,7,18,24.4316704419713
"6014","USA",2010,2,7,19,27.0793975656633
"6015","USA",2010,2,7,20,30.2422326083423
"6016","USA",2010,2,7,21,33.9676998784415
"6017","USA",2010,2,7,22,38.3290697666223
"6018","USA",2010,2,7,23,43.3767008886222
"6019","USA",2010,2,7,24,49.1940216121216
"6020","USA",2010,2,7,25,55.8370624179984
"6021","USA",2010,2,7,26,63.3971315853935
"6022","USA",2010,2,7,27,71.9388710161287
"6023","USA",2010,2,7,28,81.5611148677794
"6024","USA",2010,2,7,29,92.3422441522298
"6025","USA",2010,2,7,30,104.399016508313
"6026","USA",2010,2,7,31,117.853898357479
"6027","USA",2010,2,7,32,132.863960059791
"6028","USA",2010,2,7,33,149.637061318623
"6029","USA",2010,2,7,34,168.41719522411
"6030","USA",2010,2,7,35,189.584938581158
"6031","USA",2010,2,7,36,213.534874033003
"6032","USA",2010,2,7,37,240.889475427615
"6033","USA",2010,2,7,38,272.252241440085
"6034","USA",2010,2,7,39,308.468843081099
"6035","USA",2010,2,7,40,350.399385007757
"6036","USA",2010,2,7,41,399.0726489492
"6037","USA",2010,2,7,42,455.534428967385
"6038","USA",2010,2,7,43,520.513990979957
"6039","USA",2010,2,7,44,594.809208602647
"6040","USA",2010,2,7,45,677.671080750091
"6041","USA",2010,2,7,46,768.871572535919
"6042","USA",2010,2,7,47,865.720259317349
"6043","USA",2010,2,7,48,966.692682652568
"6044","USA",2010,2,7,49,1068.95058870382
"6045","USA",2010,2,7,50,1170.56849364353
"6046","USA",2010,2,7,51,1270.56586441409
"6047","USA",2010,2,7,52,1367.70845772718
"6048","USA",2010,2,7,53,1463.26908967567
"6049","USA",2010,2,7,54,1557.28859794504
"6050","USA",2010,2,7,55,1653.86758317255
"6051","USA",2010,2,7,56,1754.25329592285
"6052","USA",2010,2,7,57,1862.63077833821
"6053","USA",2010,2,7,58,1980.20784038213
"6054","USA",2010,2,7,59,2106.05300351154
"6055","USA",2010,2,7,60,2239.41351233634
"6056","USA",2010,2,7,61,2372.84754377999
"6057","USA",2010,2,7,62,2503.36964688555
"6058","USA",2010,2,7,63,2626.44221304697
"6059","USA",2010,2,7,64,2740.21467205433
"6060","USA",2010,2,7,65,2848.70498765872
"6061","USA",2010,2,7,66,2953.29098973966
"6062","USA",2010,2,7,67,3063.24544892939
"6063","USA",2010,2,7,68,3182.27451370682
"6064","USA",2010,2,7,69,3319.85893598396
"6065","USA",2010,2,7,70,3480.98199230448
"6066","USA",2010,2,7,71,3674.87782004402
"6067","USA",2010,2,7,72,3908.15111347179
"6068","USA",2010,2,7,73,4187.63955546697
"6069","USA",2010,2,7,74,4520.83524195001
"6070","USA",2010,2,7,75,4909.54519933502
"6071","USA",2010,2,7,76,5359.92652634458
"6072","USA",2010,2,7,77,5871.33304075519
"6073","USA",2010,2,7,78,6448.31856533638
"6074","USA",2010,2,7,79,7093.04406066791
"6075","USA",2010,2,7,80,7810.859988352
"6076","USA",2010,2,7,81,8603.0061233644
"6077","USA",2010,2,7,82,9472.54219336187
"6078","USA",2010,2,7,83,10390.9698952872
"6079","USA",2010,2,7,84,11335.8739302086
"6080","USA",2010,2,7,85,12220.052710134
"6081","USA",2010,2,7,86,12974.3584674852
"6082","USA",2010,2,7,87,13502.7603172216
"6083","USA",2010,2,7,88,13739.922561421
"6084","USA",2010,2,7,89,13672.8940165374
"6085","USA",2010,2,7,90,13308.0692153658
"6086","USA",2010,2,7,91,12696.4401871371
"6087","USA",2010,2,7,92,11888.4809452939
"6088","USA",2010,2,7,93,10894.7217983472
"6089","USA",2010,2,7,94,9752.36125414243
"6090","USA",2010,2,7,95,8468.68570766457
"6091","USA",2010,2,7,96,7098.59633460965
"6092","USA",2010,2,7,97,5730.92861925257
"6093","USA",2010,2,7,98,4448.67909877807
"6094","USA",2010,2,7,99,3335.23047892339
"6095","USA",2010,2,7,100,2424.10276579036
"6096","USA",2010,2,7,101,1718.59715745007
"6097","USA",2010,2,7,102,1195.23531232311
"6098","USA",2010,2,7,103,818.342211654482
"6099","USA",2010,2,7,104,553.568391870902
"6100","USA",2010,2,7,105,370.732982959117
"6101","USA",2010,2,7,106,246.370204411232
"6102","USA",2010,2,7,107,162.689716927448
"6103","USA",2010,2,7,108,106.929935780263
"6104","USA",2010,2,7,109,70.0296484458283
"6105","USA",2010,2,7,110,45.7636233722077
"6106","USA",2010,2,8,0,15.440707492837
"6107","USA",2010,2,8,1,13.932910174456
"6108","USA",2010,2,8,2,12.6011130757663
"6109","USA",2010,2,8,3,11.4379585230995
"6110","USA",2010,2,8,4,10.4371597541932
"6111","USA",2010,2,8,5,9.58673787936181
"6112","USA",2010,2,8,6,8.87406913865758
"6113","USA",2010,2,8,7,8.28640552060404
"6114","USA",2010,2,8,8,7.81139772908042
"6115","USA",2010,2,8,9,7.43892347358647
"6116","USA",2010,2,8,10,7.15957247160095
"6117","USA",2010,2,8,11,6.96684065690433
"6118","USA",2010,2,8,12,6.85492477580542
"6119","USA",2010,2,8,13,6.82083757033151
"6120","USA",2010,2,8,14,6.86232624338173
"6121","USA",2010,2,8,15,6.97945616272651
"6122","USA",2010,2,8,16,7.17369050702424
"6123","USA",2010,2,8,17,7.44814658210864
"6124","USA",2010,2,8,18,7.80859199730876
"6125","USA",2010,2,8,19,8.26204772550779
"6126","USA",2010,2,8,20,8.81888855371083
"6127","USA",2010,2,8,21,9.49040645082288
"6128","USA",2010,2,8,22,10.2924680821515
"6129","USA",2010,2,8,23,11.2416297303321
"6130","USA",2010,2,8,24,12.3604892517834
"6131","USA",2010,2,8,25,13.6720670511609
"6132","USA",2010,2,8,26,15.2072167568893
"6133","USA",2010,2,8,27,16.9966476807513
"6134","USA",2010,2,8,28,19.0811450805163
"6135","USA",2010,2,8,29,21.5002196242997
"6136","USA",2010,2,8,30,24.3061979784739
"6137","USA",2010,2,8,31,27.5482967591866
"6138","USA",2010,2,8,32,31.2935607728267
"6139","USA",2010,2,8,33,35.6074116437307
"6140","USA",2010,2,8,34,40.5778730147234
"6141","USA",2010,2,8,35,46.29909226754
"6142","USA",2010,2,8,36,52.885521054039
"6143","USA",2010,2,8,37,60.4580808492557
"6144","USA",2010,2,8,38,69.1498082969359
"6145","USA",2010,2,8,39,79.0630840144935
"6146","USA",2010,2,8,40,90.3179241146388
"6147","USA",2010,2,8,41,102.930519518432
"6148","USA",2010,2,8,42,116.967207215434
"6149","USA",2010,2,8,43,132.356326813757
"6150","USA",2010,2,8,44,149.085002510461
"6151","USA",2010,2,8,45,167.013762088212
"6152","USA",2010,2,8,46,186.039063202837
"6153","USA",2010,2,8,47,205.944467633004
"6154","USA",2010,2,8,48,226.523761644697
"6155","USA",2010,2,8,49,247.441547188696
"6156","USA",2010,2,8,50,268.394946385853
"6157","USA",2010,2,8,51,288.997232022178
"6158","USA",2010,2,8,52,308.955035773428
"6159","USA",2010,2,8,53,328.236295168589
"6160","USA",2010,2,8,54,346.756466651456
"6161","USA",2010,2,8,55,365.183669305092
"6162","USA",2010,2,8,56,383.703689493883
"6163","USA",2010,2,8,57,403.240191396124
"6164","USA",2010,2,8,58,424.06549675624
"6165","USA",2010,2,8,59,446.526362777608
"6166","USA",2010,2,8,60,470.749347037908
"6167","USA",2010,2,8,61,496.390822483301
"6168","USA",2010,2,8,62,523.430447537349
"6169","USA",2010,2,8,63,551.905771249246
"6170","USA",2010,2,8,64,581.981010848914
"6171","USA",2010,2,8,65,614.657285725465
"6172","USA",2010,2,8,66,650.526646332472
"6173","USA",2010,2,8,67,691.132355632917
"6174","USA",2010,2,8,68,737.46379507677
"6175","USA",2010,2,8,69,790.8947581748
"6176","USA",2010,2,8,70,852.654002071024
"6177","USA",2010,2,8,71,923.863925473252
"6178","USA",2010,2,8,72,1005.96010301859
"6179","USA",2010,2,8,73,1100.21958923768
"6180","USA",2010,2,8,74,1208.42125960757
"6181","USA",2010,2,8,75,1332.02010036321
"6182","USA",2010,2,8,76,1473.1024590608
"6183","USA",2010,2,8,77,1632.77399777783
"6184","USA",2010,2,8,78,1812.9513416977
"6185","USA",2010,2,8,79,2013.18279396405
"6186","USA",2010,2,8,80,2234.00234701481
"6187","USA",2010,2,8,81,2471.16388742991
"6188","USA",2010,2,8,82,2721.56778227568
"6189","USA",2010,2,8,83,2973.30042095134
"6190","USA",2010,2,8,84,3216.37877846243
"6191","USA",2010,2,8,85,3428.25669980365
"6192","USA",2010,2,8,86,3591.42825854545
"6193","USA",2010,2,8,87,3683.61903918835
"6194","USA",2010,2,8,88,3691.44613223123
"6195","USA",2010,2,8,89,3609.9117527311
"6196","USA",2010,2,8,90,3442.44829529956
"6197","USA",2010,2,8,91,3200.99335163713
"6198","USA",2010,2,8,92,2902.18518752831
"6199","USA",2010,2,8,93,2560.45929651996
"6200","USA",2010,2,8,94,2195.19315022093
"6201","USA",2010,2,8,95,1822.85360922488
"6202","USA",2010,2,8,96,1462.57597088136
"6203","USA",2010,2,8,97,1134.72286799605
"6204","USA",2010,2,8,98,851.760890183952
"6205","USA",2010,2,8,99,621.943107350887
"6206","USA",2010,2,8,100,443.793450330071
"6207","USA",2010,2,8,101,311.308259559162
"6208","USA",2010,2,8,102,215.853831616846
"6209","USA",2010,2,8,103,148.38520865982
"6210","USA",2010,2,8,104,101.43577414288
"6211","USA",2010,2,8,105,69.0495736704792
"6212","USA",2010,2,8,106,46.876614071195
"6213","USA",2010,2,8,107,31.7587759459276
"6214","USA",2010,2,8,108,21.4894022260966
"6215","USA",2010,2,8,109,14.5273745972509
"6216","USA",2010,2,8,110,9.81620730822284
"6217","USA",2010,2,9,0,2.03066438426442
"6218","USA",2010,2,9,1,2.03573717933248
"6219","USA",2010,2,9,2,2.04271959932813
"6220","USA",2010,2,9,3,2.05275520961999
"6221","USA",2010,2,9,4,2.06748223843082
"6222","USA",2010,2,9,5,2.08825131509264
"6223","USA",2010,2,9,6,2.11654733516682
"6224","USA",2010,2,9,7,2.15378742477776
"6225","USA",2010,2,9,8,2.20136444519217
"6226","USA",2010,2,9,9,2.26081000746381
"6227","USA",2010,2,9,10,2.33357420836767
"6228","USA",2010,2,9,11,2.42140023183828
"6229","USA",2010,2,9,12,2.52595139520979
"6230","USA",2010,2,9,13,2.649263109322
"6231","USA",2010,2,9,14,2.79330975419623
"6232","USA",2010,2,9,15,2.96040156631928
