"","Pop","Year","Sex","Cause","Age","Count"
"2531","USA",2000,2,7,88,15954.4216345019
"2532","USA",2000,2,7,89,15701.4132231383
"2533","USA",2000,2,7,90,15137.9102386397
"2534","USA",2000,2,7,91,14280.7369415526
"2535","USA",2000,2,7,92,13172.401691237
"2536","USA",2000,2,7,93,11847.8105398281
"2537","USA",2000,2,7,94,10372.3714352295
"2538","USA",2000,2,7,95,8805.46665841738
"2539","USA",2000,2,7,96,7229.07081922771
"2540","USA",2000,2,7,97,5738.04253275246
"2541","USA",2000,2,7,98,4402.68218395371
"2542","USA",2000,2,7,99,3278.35178372372
"2543","USA",2000,2,7,100,2377.01009047889
"2544","USA",2000,2,7,101,1686.33203242879
"2545","USA",2000,2,7,102,1175.78121963713
"2546","USA",2000,2,7,103,808.078352234702
"2547","USA",2000,2,7,104,549.036943813089
"2548","USA",2000,2,7,105,369.45958428208
"2549","USA",2000,2,7,106,246.729248101854
"2550","USA",2000,2,7,107,163.734387157633
"2551","USA",2000,2,7,108,108.146034805278
"2552","USA",2000,2,7,109,71.1716486734803
"2553","USA",2000,2,7,110,46.7346752760779
"2554","USA",2000,2,8,0,11.7448746912437
"2555","USA",2000,2,8,1,10.9390373188944
"2556","USA",2000,2,8,2,10.2067568391739
"2557","USA",2000,2,8,3,9.5506402526443
"2558","USA",2000,2,8,4,8.97535904704498
"2559","USA",2000,2,8,5,8.48089816253394
"2560","USA",2000,2,8,6,8.06672336247775
"2561","USA",2000,2,8,7,7.73096826993981
"2562","USA",2000,2,8,8,7.4704618387366
"2563","USA",2000,2,8,9,7.28295884995058
"2564","USA",2000,2,8,10,7.1653630845545
"2565","USA",2000,2,8,11,7.11641162724738
"2566","USA",2000,2,8,12,7.13546300506326
"2567","USA",2000,2,8,13,7.22388980903386
"2568","USA",2000,2,8,14,7.38446786287585
"2569","USA",2000,2,8,15,7.6221890898536
"2570","USA",2000,2,8,16,7.94364939804859
"2571","USA",2000,2,8,17,8.35792615703707
"2572","USA",2000,2,8,18,8.87603587005104
"2573","USA",2000,2,8,19,9.51149414366139
"2574","USA",2000,2,8,20,10.2809220628264
"2575","USA",2000,2,8,21,11.203074948183
"2576","USA",2000,2,8,22,12.3029283315777
"2577","USA",2000,2,8,23,13.6080983833139
"2578","USA",2000,2,8,24,15.1556384542499
"2579","USA",2000,2,8,25,16.9870578373817
"2580","USA",2000,2,8,26,19.1560709838851
"2581","USA",2000,2,8,27,21.7227873734464
"2582","USA",2000,2,8,28,24.7625442218497
"2583","USA",2000,2,8,29,28.3564272562028
"2584","USA",2000,2,8,30,32.605863485758
"2585","USA",2000,2,8,31,37.6127078265891
"2586","USA",2000,2,8,32,43.5039275535988
"2587","USA",2000,2,8,33,50.3901948630065
"2588","USA",2000,2,8,34,58.4092099529259
"2589","USA",2000,2,8,35,67.6418983141618
"2590","USA",2000,2,8,36,78.2004393559046
"2591","USA",2000,2,8,37,90.0802966148775
"2592","USA",2000,2,8,38,103.315514486154
"2593","USA",2000,2,8,39,117.770941074471
"2594","USA",2000,2,8,40,133.348479454731
"2595","USA",2000,2,8,41,149.745441358879
"2596","USA",2000,2,8,42,166.719532171085
"2597","USA",2000,2,8,43,183.885275544778
"2598","USA",2000,2,8,44,200.926991469868
"2599","USA",2000,2,8,45,217.55870407199
"2600","USA",2000,2,8,46,233.500395304319
"2601","USA",2000,2,8,47,248.674307226441
"2602","USA",2000,2,8,48,262.902781140965
"2603","USA",2000,2,8,49,276.305053476576
"2604","USA",2000,2,8,50,288.830859501722
"2605","USA",2000,2,8,51,300.825663198409
"2606","USA",2000,2,8,52,312.370787191718
"2607","USA",2000,2,8,53,324.027080478688
"2608","USA",2000,2,8,54,336.005326671958
"2609","USA",2000,2,8,55,349.093027061379
"2610","USA",2000,2,8,56,363.626023943717
"2611","USA",2000,2,8,57,380.474580412024
"2612","USA",2000,2,8,58,400.090361362458
"2613","USA",2000,2,8,59,423.232865687818
"2614","USA",2000,2,8,60,450.477561539632
"2615","USA",2000,2,8,61,482.484013043331
"2616","USA",2000,2,8,62,520.009109055543
"2617","USA",2000,2,8,63,563.90683509979
"2618","USA",2000,2,8,64,615.250262096369
"2619","USA",2000,2,8,65,675.24317214824
"2620","USA",2000,2,8,66,745.411777411131
"2621","USA",2000,2,8,67,827.366856123068
"2622","USA",2000,2,8,68,923.205041065414
"2623","USA",2000,2,8,69,1034.91873598329
"2624","USA",2000,2,8,70,1165.2031790534
"2625","USA",2000,2,8,71,1316.07091765165
"2626","USA",2000,2,8,72,1490.45618562821
"2627","USA",2000,2,8,73,1688.67088814128
"2628","USA",2000,2,8,74,1912.26292651146
"2629","USA",2000,2,8,75,2156.63382595329
"2630","USA",2000,2,8,76,2418.98523080502
"2631","USA",2000,2,8,77,2690.77235275514
"2632","USA",2000,2,8,78,2965.16864126251
"2633","USA",2000,2,8,79,3236.59110274996
"2634","USA",2000,2,8,80,3499.43624619638
"2635","USA",2000,2,8,81,3754.15932077483
"2636","USA",2000,2,8,82,3998.8860175222
"2637","USA",2000,2,8,83,4228.22251781284
"2638","USA",2000,2,8,84,4436.88772030496
"2639","USA",2000,2,8,85,4607.37649354388
"2640","USA",2000,2,8,86,4727.49025731944
"2641","USA",2000,2,8,87,4775.11454655707
"2642","USA",2000,2,8,88,4738.29685570824
"2643","USA",2000,2,8,89,4603.17413879496
"2644","USA",2000,2,8,90,4369.370909923
"2645","USA",2000,2,8,91,4040.44583608577
"2646","USA",2000,2,8,92,3633.20598181094
"2647","USA",2000,2,8,93,3170.17249549582
"2648","USA",2000,2,8,94,2680.35158158915
"2649","USA",2000,2,8,95,2193.34062058182
"2650","USA",2000,2,8,96,1735.644032258
"2651","USA",2000,2,8,97,1330.90336709418
"2652","USA",2000,2,8,98,990.521129761692
"2653","USA",2000,2,8,99,719.16161229917
"2654","USA",2000,2,8,100,511.579218812922
"2655","USA",2000,2,8,101,358.389473328861
"2656","USA",2000,2,8,102,248.433906790051
"2657","USA",2000,2,8,103,170.849726008295
"2658","USA",2000,2,8,104,116.870495970607
"2659","USA",2000,2,8,105,79.6198515924941
"2660","USA",2000,2,8,106,54.0944995737817
"2661","USA",2000,2,8,107,36.6752122200119
"2662","USA",2000,2,8,108,24.831539601341
"2663","USA",2000,2,8,109,16.7957951031626
"2664","USA",2000,2,8,110,11.3543372456693
"2665","USA",2000,2,9,0,2.71334684285048
"2666","USA",2000,2,9,1,2.71369984440214
"2667","USA",2000,2,9,2,2.7166185111979
"2668","USA",2000,2,9,3,2.72362657131171
"2669","USA",2000,2,9,4,2.73687121672744
"2670","USA",2000,2,9,5,2.75809958346789
"2671","USA",2000,2,9,6,2.78920613189751
"2672","USA",2000,2,9,7,2.831981544854
"2673","USA",2000,2,9,8,2.88819517415671
"2674","USA",2000,2,9,9,2.95978415634455
"2675","USA",2000,2,9,10,3.04860366063935
"2676","USA",2000,2,9,11,3.15688588646912
"2677","USA",2000,2,9,12,3.28680588915935
"2678","USA",2000,2,9,13,3.44104360129073
"2679","USA",2000,2,9,14,3.6222730357619
"2680","USA",2000,2,9,15,3.83368408296426
"2681","USA",2000,2,9,16,4.078588703749
"2682","USA",2000,2,9,17,4.36066164606815
"2683","USA",2000,2,9,18,4.6839208408599
"2684","USA",2000,2,9,19,5.05237974355601
"2685","USA",2000,2,9,20,5.47058501451869
"2686","USA",2000,2,9,21,5.94234828323496
"2687","USA",2000,2,9,22,6.4728956315135
"2688","USA",2000,2,9,23,7.06616531112237
"2689","USA",2000,2,9,24,7.72811952878563
"2690","USA",2000,2,9,25,8.4631318269294
"2691","USA",2000,2,9,26,9.27783250777286
"2692","USA",2000,2,9,27,10.1770745418712
"2693","USA",2000,2,9,28,11.1681476400508
"2694","USA",2000,2,9,29,12.2565926209678
"2695","USA",2000,2,9,30,13.4504546003588
"2696","USA",2000,2,9,31,14.7563589436397
"2697","USA",2000,2,9,32,16.1823851505992
"2698","USA",2000,2,9,33,17.7340768892903
"2699","USA",2000,2,9,34,19.4181462932593
"2700","USA",2000,2,9,35,21.2361780555867
"2701","USA",2000,2,9,36,23.1920314969646
"2702","USA",2000,2,9,37,25.2819684795257
"2703","USA",2000,2,9,38,27.5060335865539
"2704","USA",2000,2,9,39,29.8559398118472
"2705","USA",2000,2,9,40,32.3272977831301
"2706","USA",2000,2,9,41,34.9075188532705
"2707","USA",2000,2,9,42,37.587770924922
"2708","USA",2000,2,9,43,40.3525771385164
"2709","USA",2000,2,9,44,43.1895985080133
"2710","USA",2000,2,9,45,46.083311719029
"2711","USA",2000,2,9,46,49.0215020870433
"2712","USA",2000,2,9,47,52.0001473217063
"2713","USA",2000,2,9,48,55.014784033175
"2714","USA",2000,2,9,49,58.092567069601
"2715","USA",2000,2,9,50,61.2456149748848
"2716","USA",2000,2,9,51,64.5450132506322
"2717","USA",2000,2,9,52,68.024575796462
"2718","USA",2000,2,9,53,71.7915781953276
"2719","USA",2000,2,9,54,75.9066485036253
"2720","USA",2000,2,9,55,80.5197028814088
"2721","USA",2000,2,9,56,85.7266670313421
"2722","USA",2000,2,9,57,91.7082532680843
"2723","USA",2000,2,9,58,98.6022327437619
"2724","USA",2000,2,9,59,106.591078695732
"2725","USA",2000,2,9,60,115.856615316875
"2726","USA",2000,2,9,61,126.571956784776
"2727","USA",2000,2,9,62,138.964514347965
"2728","USA",2000,2,9,63,153.22315671985
"2729","USA",2000,2,9,64,169.624117768084
"2730","USA",2000,2,9,65,188.354232624893
"2731","USA",2000,2,9,66,209.718683453881
"2732","USA",2000,2,9,67,233.859970422687
"2733","USA",2000,2,9,68,261.063862454715
"2734","USA",2000,2,9,69,291.351705485505
"2735","USA",2000,2,9,70,324.903315081883
"2736","USA",2000,2,9,71,361.503915251952
"2737","USA",2000,2,9,72,401.110615696976
"2738","USA",2000,2,9,73,443.245681231408
"2739","USA",2000,2,9,74,487.582228585879
"2740","USA",2000,2,9,75,533.381300338484
"2741","USA",2000,2,9,76,580.033976940641
"2742","USA",2000,2,9,77,626.727475768505
"2743","USA",2000,2,9,78,672.727124077309
"2744","USA",2000,2,9,79,717.506745166618
"2745","USA",2000,2,9,80,760.47746657656
"2746","USA",2000,2,9,81,801.425648044589
"2747","USA",2000,2,9,82,839.952321319373
"2748","USA",2000,2,9,83,875.196035956637
"2749","USA",2000,2,9,84,906.411535472667
"2750","USA",2000,2,9,85,931.671931046746
"2751","USA",2000,2,9,86,949.667765368628
"2752","USA",2000,2,9,87,957.598153918247
"2753","USA",2000,2,9,88,953.903303442209
"2754","USA",2000,2,9,89,935.658039013626
"2755","USA",2000,2,9,90,901.964823970961
"2756","USA",2000,2,9,91,851.658726826493
"2757","USA",2000,2,9,92,786.026350123154
"2758","USA",2000,2,9,93,707.737572202044
"2759","USA",2000,2,9,94,620.889711924791
"2760","USA",2000,2,9,95,530.462586672417
"2761","USA",2000,2,9,96,441.209780185468
"2762","USA",2000,2,9,97,357.890434149795
"2763","USA",2000,2,9,98,283.510961370225
"2764","USA",2000,2,9,99,220.158093861918
"2765","USA",2000,2,9,100,168.123070410244
"2766","USA",2000,2,9,101,126.746633373469
"2767","USA",2000,2,9,102,94.6712811841934
"2768","USA",2000,2,9,103,70.2145338271002
"2769","USA",2000,2,9,104,51.8228212742062
"2770","USA",2000,2,9,105,38.1063876665394
"2771","USA",2000,2,9,106,27.951262930389
"2772","USA",2000,2,9,107,20.4641077698472
"2773","USA",2000,2,9,108,14.9651719056209
"2774","USA",2000,2,9,109,10.93472289977
"2775","USA",2000,2,9,110,7.9863881337121
"2776","USA",2000,2,10,0,48.4267964220303
"2777","USA",2000,2,10,1,39.5094222795736
"2778","USA",2000,2,10,2,32.3723530240151
"2779","USA",2000,2,10,3,26.7045153317694
"2780","USA",2000,2,10,4,22.2402506445778
"2781","USA",2000,2,10,5,18.7403186723047
"2782","USA",2000,2,10,6,16.0039418695835
"2783","USA",2000,2,10,7,13.8708811834722
"2784","USA",2000,2,10,8,12.2104658115434
"2785","USA",2000,2,10,9,10.9246526457423
"2786","USA",2000,2,10,10,9.93486635368413
"2787","USA",2000,2,10,11,9.18389762413832
"2788","USA",2000,2,10,12,8.62696504059434
"2789","USA",2000,2,10,13,8.23186289952098
"2790","USA",2000,2,10,14,7.97413743654877
"2791","USA",2000,2,10,15,7.83617219340953
"2792","USA",2000,2,10,16,7.80586487774631
"2793","USA",2000,2,10,17,7.87414218093588
"2794","USA",2000,2,10,18,8.03694492083347
"2795","USA",2000,2,10,19,8.29064144090843
"2796","USA",2000,2,10,20,8.63628309984118
"2797","USA",2000,2,10,21,9.07320901057269
"2798","USA",2000,2,10,22,9.60684457877117
"2799","USA",2000,2,10,23,10.2398657581927
"2800","USA",2000,2,10,24,10.9819235753824
"2801","USA",2000,2,10,25,11.8401100230491
"2802","USA",2000,2,10,26,12.8277678888631
"2803","USA",2000,2,10,27,13.9555789360934
"2804","USA",2000,2,10,28,15.2389529943254
"2805","USA",2000,2,10,29,16.687866017675
"2806","USA",2000,2,10,30,18.3176852775021
"2807","USA",2000,2,10,31,20.1335358894114
"2808","USA",2000,2,10,32,22.1473464190221
"2809","USA",2000,2,10,33,24.35439081861
"2810","USA",2000,2,10,34,26.7577282277928
"2811","USA",2000,2,10,35,29.335186805347
"2812","USA",2000,2,10,36,32.0767260403947
"2813","USA",2000,2,10,37,34.943310532863
"2814","USA",2000,2,10,38,37.9140553741704
"2815","USA",2000,2,10,39,40.9500955991078
"2816","USA",2000,2,10,40,44.027206625757
"2817","USA",2000,2,10,41,47.1223487505002
"2818","USA",2000,2,10,42,50.2127278863038
"2819","USA",2000,2,10,43,53.2864051018067
"2820","USA",2000,2,10,44,56.3245952069381
"2821","USA",2000,2,10,45,59.3268016306314
"2822","USA",2000,2,10,46,62.2817838100757
"2823","USA",2000,2,10,47,65.2078422209375
"2824","USA",2000,2,10,48,68.1056052562916
"2825","USA",2000,2,10,49,71.0209940325202
"2826","USA",2000,2,10,50,73.9700340630148
"2827","USA",2000,2,10,51,77.0303304800146
"2828","USA",2000,2,10,52,80.2337531757596
"2829","USA",2000,2,10,53,83.6780829696738
"2830","USA",2000,2,10,54,87.4119378166859
"2831","USA",2000,2,10,55,91.5531170106408
"2832","USA",2000,2,10,56,96.1717138767129
"2833","USA",2000,2,10,57,101.405723003274
"2834","USA",2000,2,10,58,107.354139048433
"2835","USA",2000,2,10,59,114.174940773127
"2836","USA",2000,2,10,60,122.007381842626
"2837","USA",2000,2,10,61,131.044435543849
"2838","USA",2000,2,10,62,141.487895163035
"2839","USA",2000,2,10,63,153.621308106926
"2840","USA",2000,2,10,64,167.753692185611
"2841","USA",2000,2,10,65,184.320147314518
"2842","USA",2000,2,10,66,203.796808487507
"2843","USA",2000,2,10,67,226.745500743828
"2844","USA",2000,2,10,68,253.835205539196
"2845","USA",2000,2,10,69,285.610409292272
"2846","USA",2000,2,10,70,322.854520519668
"2847","USA",2000,2,10,71,365.910726651049
"2848","USA",2000,2,10,72,415.490984504363
"2849","USA",2000,2,10,73,471.781176626894
"2850","USA",2000,2,10,74,535.313668127955
"2851","USA",2000,2,10,75,606.041491850367
"2852","USA",2000,2,10,76,684.174304273535
"2853","USA",2000,2,10,77,769.245434585283
"2854","USA",2000,2,10,78,860.950853430945
"2855","USA",2000,2,10,79,958.216531921858
"2856","USA",2000,2,10,80,1060.05946884982
"2857","USA",2000,2,10,81,1164.68246254124
"2858","USA",2000,2,10,82,1270.35175615684
"2859","USA",2000,2,10,83,1374.2960184251
"2860","USA",2000,2,10,84,1473.93991852135
"2861","USA",2000,2,10,85,1565.4744134821
"2862","USA",2000,2,10,86,1645.59171151594
"2863","USA",2000,2,10,87,1708.341117032
"2864","USA",2000,2,10,88,1749.35237608355
"2865","USA",2000,2,10,89,1760.26902312318
"2866","USA",2000,2,10,90,1736.63514186593
"2867","USA",2000,2,10,91,1672.68901449214
"2868","USA",2000,2,10,92,1568.72455558075
"2869","USA",2000,2,10,93,1429.69518446722
"2870","USA",2000,2,10,94,1264.53947151155
"2871","USA",2000,2,10,95,1085.71728965664
"2872","USA",2000,2,10,96,905.054741317308
"2873","USA",2000,2,10,97,734.230003504434
"2874","USA",2000,2,10,98,580.754901677208
"2875","USA",2000,2,10,99,449.644181796219
"2876","USA",2000,2,10,100,341.910496859823
"2877","USA",2000,2,10,101,256.34128921028
"2878","USA",2000,2,10,102,190.173406532845
"2879","USA",2000,2,10,103,139.921542379326
"2880","USA",2000,2,10,104,102.330628385985
"2881","USA",2000,2,10,105,74.4823100953658
"2882","USA",2000,2,10,106,54.0279006422898
"2883","USA",2000,2,10,107,39.0855406359243
"2884","USA",2000,2,10,108,28.2242351555088
"2885","USA",2000,2,10,109,20.3534379648031
"2886","USA",2000,2,10,110,14.6663453843467
"2887","USA",2000,2,11,0,46.5728260857951
"2888","USA",2000,2,11,1,39.5645555085082
"2889","USA",2000,2,11,2,33.7452661210119
"2890","USA",2000,2,11,3,28.9638484341515
"2891","USA",2000,2,11,4,25.0796316784168
"2892","USA",2000,2,11,5,21.9507629162697
"2893","USA",2000,2,11,6,19.4461806861514
"2894","USA",2000,2,11,7,17.4571661347463
"2895","USA",2000,2,11,8,15.8872812350828
"2896","USA",2000,2,11,9,14.6631704733472
"2897","USA",2000,2,11,10,13.7211131117792
"2898","USA",2000,2,11,11,13.014131014661
"2899","USA",2000,2,11,12,12.5051200735395
"2900","USA",2000,2,11,13,12.1666611092805
"2901","USA",2000,2,11,14,11.9793678911526
"2902","USA",2000,2,11,15,11.9289416854767
"2903","USA",2000,2,11,16,12.0070854291885
"2904","USA",2000,2,11,17,12.2077943899101
"2905","USA",2000,2,11,18,12.5304919610516
"2906","USA",2000,2,11,19,12.9750668027727
"2907","USA",2000,2,11,20,13.5467995276216
"2908","USA",2000,2,11,21,14.25002060423
"2909","USA",2000,2,11,22,15.0953297103362
"2910","USA",2000,2,11,23,16.0914160612998
"2911","USA",2000,2,11,24,17.2541897502018
"2912","USA",2000,2,11,25,18.5970561326051
"2913","USA",2000,2,11,26,20.1418382879679
"2914","USA",2000,2,11,27,21.9077842487354
"2915","USA",2000,2,11,28,23.9242004157283
"2916","USA",2000,2,11,29,26.2189823340771
"2917","USA",2000,2,11,30,28.8314371165251
"2918","USA",2000,2,11,31,31.8019946397432
"2919","USA",2000,2,11,32,35.1816958641609
"2920","USA",2000,2,11,33,39.0225671355087
"2921","USA",2000,2,11,34,43.3887544192893
"2922","USA",2000,2,11,35,48.3422707614329
"2923","USA",2000,2,11,36,53.9597485820578
"2924","USA",2000,2,11,37,60.3071163444413
"2925","USA",2000,2,11,38,67.4671750636311
"2926","USA",2000,2,11,39,75.4915098054755
"2927","USA",2000,2,11,40,84.4555304482743
"2928","USA",2000,2,11,41,94.374658900596
"2929","USA",2000,2,11,42,105.314580228904
"2930","USA",2000,2,11,43,117.306605655264
"2931","USA",2000,2,11,44,130.433036482955
"2932","USA",2000,2,11,45,144.829933228918
"2933","USA",2000,2,11,46,160.632547893497
"2934","USA",2000,2,11,47,178.091183446046
"2935","USA",2000,2,11,48,197.400632664855
"2936","USA",2000,2,11,49,218.815933402321
"2937","USA",2000,2,11,50,242.564773108232
"2938","USA",2000,2,11,51,268.843374563068
"2939","USA",2000,2,11,52,297.890586084035
"2940","USA",2000,2,11,53,329.893718704539
"2941","USA",2000,2,11,54,365.103686627927
"2942","USA",2000,2,11,55,403.726830150302
"2943","USA",2000,2,11,56,446.046938226189
"2944","USA",2000,2,11,57,492.421109192114
"2945","USA",2000,2,11,58,543.263928136013
"2946","USA",2000,2,11,59,599.401744662339
"2947","USA",2000,2,11,60,661.586191791382
"2948","USA",2000,2,11,61,731.35370461026
"2949","USA",2000,2,11,62,809.956725465289
"2950","USA",2000,2,11,63,898.970275424838
"2951","USA",2000,2,11,64,999.921932896078
"2952","USA",2000,2,11,65,1113.60027697472
"2953","USA",2000,2,11,66,1241.27969274244
"2954","USA",2000,2,11,67,1382.53245133589
"2955","USA",2000,2,11,68,1537.78560975244
"2956","USA",2000,2,11,69,1705.13586070448
"2957","USA",2000,2,11,70,1883.5997335292
"2958","USA",2000,2,11,71,2069.09703294551
"2959","USA",2000,2,11,72,2258.64040330911
"2960","USA",2000,2,11,73,2446.05534216058
"2961","USA",2000,2,11,74,2626.46945948064
"2962","USA",2000,2,11,75,2792.38663833117
"2963","USA",2000,2,11,76,2938.07821080798
"2964","USA",2000,2,11,77,3057.9395371357
"2965","USA",2000,2,11,78,3147.85707560178
"2966","USA",2000,2,11,79,3207.77398255543
"2967","USA",2000,2,11,80,3237.21954733297
"2968","USA",2000,2,11,81,3240.00117904808
"2969","USA",2000,2,11,82,3217.97511293519
"2970","USA",2000,2,11,83,3170.41641180051
"2971","USA",2000,2,11,84,3097.70068496366
"2972","USA",2000,2,11,85,2994.56088953132
"2973","USA",2000,2,11,86,2860.67140433687
"2974","USA",2000,2,11,87,2693.34154803056
"2975","USA",2000,2,11,88,2495.60154356389
"2976","USA",2000,2,11,89,2271.17238933075
"2977","USA",2000,2,11,90,2027.72671679997
"2978","USA",2000,2,11,91,1773.48560411332
"2979","USA",2000,2,11,92,1518.1479675418
"2980","USA",2000,2,11,93,1270.71233800914
"2981","USA",2000,2,11,94,1039.30854419344
"2982","USA",2000,2,11,95,830.244913034509
"2983","USA",2000,2,11,96,647.576313448543
"2984","USA",2000,2,11,97,493.976326454493
"2985","USA",2000,2,11,98,368.983784403669
"2986","USA",2000,2,11,99,270.871677471662
"2987","USA",2000,2,11,100,196.022586707623
"2988","USA",2000,2,11,101,140.347286946282
"2989","USA",2000,2,11,102,99.7478382430888
"2990","USA",2000,2,11,103,70.5051033315371
"2991","USA",2000,2,11,104,49.6563430383219
"2992","USA",2000,2,11,105,34.8783272186653
"2993","USA",2000,2,11,106,24.4562341931949
"2994","USA",2000,2,11,107,17.1263599063909
"2995","USA",2000,2,11,108,11.9841162445259
"2996","USA",2000,2,11,109,8.38121261101489
"2997","USA",2000,2,11,110,5.85988185237066
"2998","USA",2000,2,12,0,58.3467657171107
"2999","USA",2000,2,12,1,46.1452116489792
"3000","USA",2000,2,12,2,36.7134576609768
"3001","USA",2000,2,12,3,29.4850569724124
"3002","USA",2000,2,12,4,23.9827734581615
"3003","USA",2000,2,12,5,19.8078603097167
"3004","USA",2000,2,12,6,16.6392814916107
"3005","USA",2000,2,12,7,14.2362130158517
"3006","USA",2000,2,12,8,12.4136529880857
"3007","USA",2000,2,12,9,11.0384466871818
"3008","USA",2000,2,12,10,10.0095244111688
"3009","USA",2000,2,12,11,9.25571423773042
"3010","USA",2000,2,12,12,8.72499974607918
"3011","USA",2000,2,12,13,8.38178745813528
"3012","USA",2000,2,12,14,8.20226307614203
"3013","USA",2000,2,12,15,8.17208070974764
"3014","USA",2000,2,12,16,8.2849240636284
"3015","USA",2000,2,12,17,8.5406000041584
"3016","USA",2000,2,12,18,8.94592977239682
"3017","USA",2000,2,12,19,9.51210122699941
"3018","USA",2000,2,12,20,10.2584843128409
"3019","USA",2000,2,12,21,11.2076152676389
"3020","USA",2000,2,12,22,12.3950024987214
"3021","USA",2000,2,12,23,13.8603511294852
"3022","USA",2000,2,12,24,15.6623435610495
"3023","USA",2000,2,12,25,17.8685206017858
"3024","USA",2000,2,12,26,20.5710147241929
"3025","USA",2000,2,12,27,23.8764173965587
"3026","USA",2000,2,12,28,27.9212614456034
"3027","USA",2000,2,12,29,32.8530579590706
"3028","USA",2000,2,12,30,38.8590746868989
"3029","USA",2000,2,12,31,46.1158450454867
"3030","USA",2000,2,12,32,54.8509091966002
"3031","USA",2000,2,12,33,65.2331874706233
"3032","USA",2000,2,12,34,77.4780451696592
"3033","USA",2000,2,12,35,91.6412446323188
"3034","USA",2000,2,12,36,107.816134532837
"3035","USA",2000,2,12,37,125.804852089445
"3036","USA",2000,2,12,38,145.457355843641
"3037","USA",2000,2,12,39,166.281740339179
"3038","USA",2000,2,12,40,187.844800169791
"3039","USA",2000,2,12,41,209.451686243565
"3040","USA",2000,2,12,42,230.496113325165
"3041","USA",2000,2,12,43,250.35062375973
"3042","USA",2000,2,12,44,268.480714194638
"3043","USA",2000,2,12,45,284.704904014904
"3044","USA",2000,2,12,46,298.743795534727
"3045","USA",2000,2,12,47,310.886263137048
"3046","USA",2000,2,12,48,321.077464043961
"3047","USA",2000,2,12,49,329.76922227107
"3048","USA",2000,2,12,50,337.030909405585
"3049","USA",2000,2,12,51,343.369099401301
"3050","USA",2000,2,12,52,348.913421883526
"3051","USA",2000,2,12,53,354.180066125385
"3052","USA",2000,2,12,54,359.323055034679
"3053","USA",2000,2,12,55,364.839405480249
"3054","USA",2000,2,12,56,370.893749822623
"3055","USA",2000,2,12,57,377.946862921122
"3056","USA",2000,2,12,58,386.178690723655
"3057","USA",2000,2,12,59,396.013460809194
"3058","USA",2000,2,12,60,407.66534089635
"3059","USA",2000,2,12,61,421.541705618586
"3060","USA",2000,2,12,62,437.919263970465
"3061","USA",2000,2,12,63,457.219850211475
"3062","USA",2000,2,12,64,479.813601387527
"3063","USA",2000,2,12,65,506.145540089245
"3064","USA",2000,2,12,66,536.681637759622
"3065","USA",2000,2,12,67,571.670725115244
"3066","USA",2000,2,12,68,611.552440641185
"3067","USA",2000,2,12,69,655.942853532986
"3068","USA",2000,2,12,70,704.954739273473
"3069","USA",2000,2,12,71,757.289406720433
"3070","USA",2000,2,12,72,812.454121138948
"3071","USA",2000,2,12,73,868.894774036314
"3072","USA",2000,2,12,74,925.733634402519
"3073","USA",2000,2,12,75,981.625922961282
"3074","USA",2000,2,12,76,1035.62994789542
"3075","USA",2000,2,12,77,1086.94260077755
"3076","USA",2000,2,12,78,1134.86640570589
"3077","USA",2000,2,12,79,1179.45990203099
"3078","USA",2000,2,12,80,1220.50081034782
"3079","USA",2000,2,12,81,1258.32248970572
"3080","USA",2000,2,12,82,1292.83552431265
"3081","USA",2000,2,12,83,1321.82173465886
"3082","USA",2000,2,12,84,1343.85002160659
"3083","USA",2000,2,12,85,1353.54017067425
"3084","USA",2000,2,12,86,1348.03575300058
"3085","USA",2000,2,12,87,1322.22135820128
"3086","USA",2000,2,12,88,1274.47678883963
"3087","USA",2000,2,12,89,1203.523091
"3088","USA",2000,2,12,90,1111.47091113844
"3089","USA",2000,2,12,91,1001.89842749238
"3090","USA",2000,2,12,92,880.462745980987
"3091","USA",2000,2,12,93,754.056224020304
"3092","USA",2000,2,12,94,629.216608063253
"3093","USA",2000,2,12,95,512.031311181064
"3094","USA",2000,2,12,96,406.614220368808
"3095","USA",2000,2,12,97,315.869264142012
"3096","USA",2000,2,12,98,240.488003676997
"3097","USA",2000,2,12,99,180.093431940228
"3098","USA",2000,2,12,100,133.058160219395
"3099","USA",2000,2,12,101,97.3154227251013
"3100","USA",2000,2,12,102,70.6742890775559
"3101","USA",2000,2,12,103,51.0571627218517
"3102","USA",2000,2,12,104,36.7575474423315
"3103","USA",2000,2,12,105,26.3943225805325
"3104","USA",2000,2,12,106,18.9218632565846
"3105","USA",2000,2,12,107,13.5484982014063
"3106","USA",2000,2,12,108,9.69418780790328
"3107","USA",2000,2,12,109,6.93288686502633
"3108","USA",2000,2,12,110,4.95694373096493
"3109","USA",2000,2,13,0,1.15414853091159
"3110","USA",2000,2,13,1,1.28800944152443
"3111","USA",2000,2,13,2,1.43766655128925
"3112","USA",2000,2,13,3,1.60519470843075
"3113","USA",2000,2,13,4,1.79310744812488
"3114","USA",2000,2,13,5,2.00426444455199
"3115","USA",2000,2,13,6,2.24199363865422
"3116","USA",2000,2,13,7,2.51012462119383
"3117","USA",2000,2,13,8,2.81280112288899
"3118","USA",2000,2,13,9,3.15476327781612
"3119","USA",2000,2,13,10,3.54088803552869
"3120","USA",2000,2,13,11,3.97657541447498
"3121","USA",2000,2,13,12,4.46752109129862
