Spain, Cohort fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1989    39     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    40     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1989    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1990    13     1   10000   0.00006   0.00006      0     0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1990    14     5    9999   0.00054   0.00054      1     0      1   0.00260   0.01452      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1990    15    21    9994   0.00210   0.00210      6     0      6   0.02566   0.06982      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1990    16    56    9973   0.00564   0.00562     27     4     27   0.06810   0.13532      0      0      0   0.08271   0.41455      0      0      0         .         .      0      0      0         .         .       0        .
1990    17   107    9917   0.01082   0.01077     83    10     79   0.07659   0.12358      4      0      4   0.04796   0.10632      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1990    18   155    9810   0.01597   0.01585    190    20    176   0.08095   0.11216     14      1     13   0.06376   0.10799      1      0      1   0.00000   0.00000      0      0      0         .         .       0        .
1990    19   185    9655   0.01934   0.01915    345    31    312   0.07997   0.09971     34      3     32   0.07716   0.11091      2      0      2   0.00000   0.00000      0      0      0         .         .       0        .
1990    20   198    9470   0.02109   0.02087    530    47    466   0.08714   0.10123     65      5     59   0.06652   0.09005      6      0      6   0.04926   0.07131      0      0      0         .         .       0        .
1990    21   191    9272   0.02079   0.02058    728    60    616   0.08870   0.09808    112      8    101   0.06599   0.08301     11      1     10   0.06138   0.08345      0      0      0   0.37646   0.79391       0     4.00
1990    22   190    9081   0.02115   0.02093    919    75    746   0.09269   0.09986    172     12    153   0.06483   0.07810     19      2     18   0.08244   0.10554      1      0      1   0.15038   0.26304       0     4.25
1990    23   197    8891   0.02235   0.02210   1109    86    862   0.09356   0.09957    247     17    216   0.06718   0.07793     31      3     28   0.08377   0.10452      3      1      3   0.12063   0.17653       1     4.20
1990    24   220    8695   0.02558   0.02525   1305   104    973   0.10140   0.10740    333     23    285   0.06930   0.07927     48      4     42   0.07813   0.09545      6      1      6   0.08591   0.11413       1     4.20
1990    25   247    8475   0.02957   0.02914   1525   124   1088   0.10783   0.11393    437     29    366   0.07081   0.07995     71      5     60   0.07404   0.08871     10      1     10   0.08582   0.10864       2     4.19
1990    26   278    8228   0.03443   0.03384   1772   144   1211   0.11276   0.11901    561     37    461   0.07194   0.08029    100      7     84   0.07261   0.08544     15      2     15   0.11114   0.13709       3     4.19
1990    27   301    7950   0.03866   0.03792   2050   162   1345   0.11438   0.12031    705     46    568   0.07306   0.08052    137     10    114   0.07202   0.08344     23      2     23   0.08125   0.09834       5     4.23
1990    28   336    7648   0.04488   0.04389   2352   180   1485   0.11504   0.12108    867     51    684   0.06828   0.07470    183     13    150   0.07644   0.08613     32      3     32   0.08730   0.10487       7     4.23
1990    29   370    7313   0.05184   0.05053   2687   194   1641   0.11242   0.11842   1047     59    813   0.06697   0.07255    234     14    189   0.06866   0.07676     45      4     45   0.08246   0.09568      11     4.24
1990    30     .    6943         .         .   3057     .   1816         .         .   1241      .    948         .         .    293      .    233         .         .     60      .     60         .         .      15     4.25
1990    31     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    32     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    33     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    34     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    35     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    36     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    37     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    38     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    39     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    40     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1990    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1991    13     1   10000   0.00015   0.00015      0     0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1991    14     7    9998   0.00066   0.00066      2     0      2   0.02903   0.09113      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1991    15    23    9992   0.00227   0.00226      8     1      8   0.03137   0.07497      0      0      0   0.05673   0.17495      0      0      0         .         .      0      0      0         .         .       0        .
1991    16    57    9969   0.00574   0.00573     31     3     30   0.05860   0.11119      1      0      1   0.07845   0.25332      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1991    17    98    9912   0.00998   0.00993     88     8     84   0.06597   0.10141      4      0      4   0.05376   0.10994      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1991    18   140    9814   0.01436   0.01426    186    18    174   0.07542   0.10197     13      2     12   0.08570   0.14320      1      0      1   0.00000   0.00000      0      0      0         .         .       0        .
1991    19   164    9674   0.01707   0.01692    326    27    296   0.07544   0.09281     30      3     28   0.08182   0.11726      2      0      2   0.00985   0.01667      0      0      0         .         .       0        .
1991    20   177    9510   0.01874   0.01856    490    42    432   0.08474   0.09790     58      5     52   0.06498   0.08847      6      0      6   0.05084   0.07010      0      0      0         .         .       0     4.00
1991    21   176    9334   0.01908   0.01890    666    55    566   0.08853   0.09797    100      8     90   0.06990   0.08840     10      1     10   0.06043   0.08244      0      0      0   0.26408   0.51226       0     4.09
1991    22   179    9157   0.01973   0.01954    843    68    687   0.09089   0.09826    156     12    137   0.07006   0.08433     18      2     17   0.08056   0.10394      1      0      1   0.10965   0.18763       0     4.21
1991    23   191    8978   0.02152   0.02129   1022    84    799   0.09826   0.10487    223     15    193   0.06737   0.07930     30      3     27   0.08066   0.09975      3      1      3   0.15460   0.22344       0     4.16
1991    24   216    8787   0.02485   0.02454   1213   100    906   0.10392   0.11054    307     21    262   0.07060   0.08124     45      3     39   0.07001   0.08589      6      1      6   0.09150   0.11884       1     4.20
1991    25   236    8571   0.02796   0.02757   1429   120   1022   0.11076   0.11709    407     29    341   0.07499   0.08497     66      5     57   0.06868   0.08317      9      1      9   0.09324   0.11779       2     4.20
1991    26   261    8335   0.03187   0.03137   1665   135   1138   0.11271   0.11895    527     35    431   0.07224   0.08067     95      7     81   0.06932   0.08131     14      2     14   0.10225   0.12677       3     4.21
1991    27   286    8074   0.03604   0.03540   1926   150   1264   0.11245   0.11850    662     44    532   0.07546   0.08296    130     10    110   0.07834   0.09056     20      2     20   0.09437   0.11730       5     4.23
1991    28   321    7788   0.04213   0.04126   2212   165   1400   0.11161   0.11784    812     50    638   0.07136   0.07782    174     12    144   0.07496   0.08471     30      3     30   0.09028   0.10839       7     4.23
1991    29     .    7467         .         .   2533     .   1557         .         .    977      .    753         .         .    224      .    181         .         .     43      .     43         .         .      10     4.24
1991    30     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    31     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    32     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    33     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    34     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    35     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    36     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    37     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    38     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    39     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    40     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1991    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1992    13     1   10000   0.00009   0.00009      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1992    14     6    9999   0.00059   0.00059      1     0      1   0.08511   0.34949      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1992    15    23    9993   0.00235   0.00234      7     1      6   0.03118   0.08612      0      0      0   0.10985   0.19668      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1992    16    55    9970   0.00551   0.00549     30     3     29   0.05050   0.09518      1      0      1   0.04776   0.12696      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1992    17    88    9915   0.00889   0.00885     85     8     81   0.06348   0.09474      4      1      4   0.07565   0.15304      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1992    18   124    9827   0.01269   0.01261    173    16    161   0.07389   0.09862     11      1     11   0.07488   0.12601      1      0      1   0.00000   0.00000      0      0      0         .         .       0        .
1992    19   150    9703   0.01556   0.01544    297    24    269   0.07343   0.09052     27      3     25   0.08050   0.11478      2      0      2   0.01262   0.02139      0      0      0         .         .       0        .
1992    20   163    9553   0.01726   0.01711    447    38    395   0.08366   0.09692     52      4     47   0.06269   0.08567      5      0      5   0.05484   0.07515      0      0      0         .         .       0     4.00
1992    21   164    9390   0.01763   0.01748    610    50    520   0.08614   0.09561     90      8     81   0.07702   0.09693      9      1      9   0.07444   0.10476      0      0      0   0.26933   0.56137       0     4.11
1992    22   174    9226   0.01901   0.01883    774    64    634   0.09361   0.10166    140     12    123   0.07771   0.09444     17      2     15   0.08250   0.10890      1      0      1   0.07157   0.11777       0     4.21
1992    23   186    9052   0.02075   0.02054    948    84    744   0.10566   0.11290    204     15    176   0.07321   0.08749     28      2     25   0.07732   0.09696      3      0      3   0.10797   0.15238       0     4.14
1992    24   205    8866   0.02337   0.02310   1134    99    846   0.10972   0.11660    288     22    244   0.07798   0.09020     44      4     38   0.07831   0.09703      5      1      5   0.11930   0.15993       1     4.16
1992    25   221    8662   0.02589   0.02556   1338   116    952   0.11550   0.12189    387     28    321   0.07649   0.08699     66      5     57   0.07262   0.08735      9      1      9   0.09239   0.11730       2     4.19
1992    26   245    8440   0.02944   0.02901   1560   128   1057   0.11511   0.12146    503     36    409   0.07944   0.08840     94      7     80   0.07123   0.08440     14      1     14   0.08023   0.09931       3     4.20
1992    27   276    8195   0.03431   0.03373   1805   139   1174   0.11197   0.11852    631     43    501   0.07813   0.08563    130     10    109   0.07714   0.08889     21      2     21   0.09143   0.11268       4     4.20
1992    28     .    7919         .         .   2081     .   1311         .         .    770      .    597         .         .    173      .    142         .         .     31      .     31         .         .       7     4.22
1992    29     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    30     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    31     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    32     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    33     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    34     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    35     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    36     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    37     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    38     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    39     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    40     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1992    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1993    13     1   10000   0.00010   0.00010      0     0      0   0.02939   0.35482      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1993    14     7    9999   0.00068   0.00068      1     0      1   0.04304   0.18838      0      0      0   0.07354   0.50678      0      0      0         .         .      0      0      0         .         .       0        .
1993    15    22    9992   0.00225   0.00224      8     1      8   0.04772   0.11552      0      0      0   0.01048   0.03424      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1993    16    48    9970   0.00487   0.00486     30     3     29   0.04999   0.08929      1      0      1   0.07356   0.15790      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1993    17    79    9921   0.00803   0.00800     79     7     75   0.06042   0.08968      4      1      3   0.07765   0.14661      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1993    18   113    9842   0.01154   0.01147    158    14    148   0.07140   0.09531     10      1     10   0.07001   0.11665      1      0      1   0.00000   0.00000      0      0      0         .         .       0        .
1993    19   142    9729   0.01473   0.01462    271    23    246   0.07522   0.09342     24      3     23   0.08199   0.11881      2      0      2   0.00173   0.00300      0      0      0         .         .       0        .
1993    20   158    9587   0.01660   0.01647    413    34    366   0.08030   0.09387     47      4     43   0.07032   0.09507      5      1      5   0.08046   0.11237      0      0      0         .         .       0     4.00
1993    21   162    9429   0.01730   0.01715    571    48    489   0.08783   0.09804     82      7     73   0.07991   0.10201      9      1      8   0.08065   0.11332      1      0      1   0.11096   0.21022       0     4.01
1993    22   169    9267   0.01839   0.01822    733    64    603   0.09809   0.10660    130     11    114   0.07736   0.09553     16      2     15   0.07794   0.10285      1      0      1   0.09342   0.14265       0     4.08
1993    23   181    9098   0.02008   0.01988    902    84    708   0.11104   0.11865    194     16    167   0.07820   0.09416     27      3     24   0.09272   0.11766      3      0      3   0.08733   0.12934       0     4.11
1993    24   194    8918   0.02201   0.02177   1082    98    804   0.11454   0.12141    278     22    235   0.07950   0.09233     43      4     37   0.08287   0.10300      6      1      6   0.08148   0.10837       1     4.12
1993    25   213    8723   0.02477   0.02447   1277   114    901   0.11956   0.12618    376     28    311   0.07895   0.08983     64      5     55   0.07557   0.09139     10      1     10   0.09525   0.12021       1     4.14
1993    26   237    8510   0.02828   0.02789   1490   123   1001   0.11590   0.12255    489     36    397   0.08279   0.09178     92      6     78   0.06779   0.08093     15      2     15   0.08897   0.10819       2     4.17
1993    27     .    8273         .         .   1727     .   1115         .         .    612      .    483         .         .    129      .    108         .         .     21      .     21         .         .       4     4.19
1993    28     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    29     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    30     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    31     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    32     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    33     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    34     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    35     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    36     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    37     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    38     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    39     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    40     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    41     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    42     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    43     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    44     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    45     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    46     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1993    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1994    12-    0   10000   0.00001   0.00001      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1994    13     1   10000   0.00009   0.00009      0     0      0   0.00273   0.01600      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1994    14     6    9999   0.00062   0.00062      1     0      1   0.00357   0.01471      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1994    15    19    9993   0.00194   0.00193      7     1      7   0.03193   0.07365      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1994    16    44    9973   0.00437   0.00437     27     2     26   0.05034   0.09023      1      0      1   0.12596   0.37307      0      0      0         .         .      0      0      0         .         .       0        .
1994    17    76    9930   0.00773   0.00770     70     6     67   0.05606   0.08555      3      0      3   0.06424   0.12879      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1994    18   108    9853   0.01101   0.01095    147    12    138   0.06479   0.08731      9      1      8   0.06183   0.10461      1      0      1   0.04215   0.07304      0      0      0         .         .       0        .
