Spain, Period fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
2005    28   0.74712   0.06597   0.06386    7374    471    7139   2626   0.17710   0.10350   0.09840   1743    196    1892    883   0.06299   0.04719   0.04610    719     37     788    164   0.01023   0.07228   0.06976    132     10     144     32   0.00256   0.08813   0.08441     32      3      36      7
2005    29   0.69062   0.08211   0.07887    6903    544    6631   3097   0.21231   0.10922   0.10357   2018    239    2185   1079   0.08127   0.04368   0.04274    878     42     963    201   0.01256   0.06981   0.06745    159     12     172     42   0.00324   0.09682   0.09235     42      5      48     11
2005    30   0.62213   0.09986   0.09511    6359    605    6057   3641   0.25139   0.11475   0.10852   2323    287    2500   1318   0.10679   0.03901   0.03826   1074     46    1180    243   0.01571   0.05730   0.05570    189     12     204     54   0.00399   0.08075   0.07762     54      5      60     15
2005    31   0.54800   0.11210   0.10615    5754    611    5449   4246   0.28705   0.12461   0.11730   2641    348    2792   1604   0.14016   0.03627   0.03562   1315     52    1447    289   0.01983   0.05262   0.05127    223     13     241     66   0.00497   0.09319   0.08904     66      7      72     20
2005    32   0.47675   0.11555   0.10924    5143    562    4862   4857   0.31128   0.13454   0.12606   2904    404    3002   1952   0.18089   0.03312   0.03258   1610     59    1767    342   0.02494   0.04412   0.04317    263     13     284     79   0.00614   0.07744   0.07456     79      7      84     27
2005    33   0.41079   0.11413   0.10797    4581    495    4334   5419   0.32356   0.13702   0.12824   3062    427    3113   2356   0.22711   0.02965   0.02922   1956     63    2124    400   0.03111   0.04322   0.04231    309     14     331     91   0.00743   0.07459   0.07191     91      7      98     33
2005    34   0.35096   0.10938   0.10371    4087    424    3875   5913   0.32416   0.13671   0.12796   3130    430    3142   2783   0.27684   0.02730   0.02693   2319     68    2489    463   0.03913   0.03677   0.03610    358     14     383    106   0.00892   0.07160   0.06912    106      8     112     41
2005    35   0.29863   0.10359   0.09849    3663    361    3483   6337   0.31583   0.12599   0.11852   3125    393    3120   3212   0.32625   0.02512   0.02480   2681     71    2833    531   0.04870   0.03127   0.03079    412     14     439    120   0.01059   0.06396   0.06198    120      8     126     49
2005    36   0.25622   0.08788   0.08418    3302    278    3163   6698   0.30388   0.10783   0.10231   3092    331    3073   3605   0.36906   0.02175   0.02152   3003     68    3129    602   0.05831   0.02578   0.02545    469     13     495    133   0.01253   0.05884   0.05715    133      8     139     57
2005    37   0.22283   0.07465   0.07196    3024    218    2915   6976   0.29205   0.08518   0.08170   3039    258    3024   3937   0.40291   0.01828   0.01811   3266     61    3361    671   0.06752   0.02104   0.02082    524     12     549    146   0.01468   0.05438   0.05294    146      8     152     65
2005    38   0.19921   0.05926   0.05755    2807    162    2726   7193   0.28018   0.06526   0.06320   2999    195    2985   4194   0.42718   0.01482   0.01472   3462     52    3532    732   0.07640   0.01803   0.01787    574     11     595    158   0.01703   0.04949   0.04829    158      8     163     73
2005    39   0.18326   0.04646   0.04541    2645    120    2585   7355   0.26806   0.04756   0.04645   2966    141    2957   4389   0.44425   0.01118   0.01112   3605     41    3654    784   0.08493   0.01413   0.01404    616      9     632    168   0.01951   0.04396   0.04301    168      8     173     81
2005    40   0.16743   0.03509   0.03449    2525     87    2481   7475   0.25971   0.03110   0.03062   2945     92    2944   4530   0.45743   0.00751   0.00748   3705     28    3736    825   0.09326   0.01019   0.01014    648      7     658    177   0.02218   0.02865   0.02824    177      5     181     89
2005    41   0.15756   0.02443   0.02413    2438     59    2408   7562   0.25191   0.01907   0.01889   2941     56    2942   4621   0.46505   0.00565   0.00563   3768     21    3785    853   0.10046   0.00733   0.00730    669      5     677    184   0.02503   0.02229   0.02204    184      4     186     94
2005    42   0.15312   0.01565   0.01553    2379     37    2361   7621   0.24215   0.01134   0.01128   2943     33    2945   4677   0.46917   0.00323   0.00322   3803     12    3813    875   0.10769   0.00436   0.00435    686      3     690    189   0.02787   0.01405   0.01395    189      3     190     98
2005    43   0.14908   0.00887   0.00883    2342     21    2332   7658   0.23325   0.00569   0.00568   2947     17    2949   4711   0.47134   0.00189   0.00189   3824      7    3829    887   0.11531   0.00231   0.00231    695      2     698    192   0.03102   0.00909   0.00905    192      2     193    101
2005    44   0.14391   0.00620   0.00618    2321     14    2314   7679   0.22497   0.00304   0.00303   2951      9    2954   4728   0.47226   0.00091   0.00091   3833      3    3836    894   0.12332   0.00143   0.00143    701      1     702    194   0.03554   0.00556   0.00554    194      1     194    103
2005    45   0.13916   0.00311   0.00310    2307      7    2304   7693   0.21466   0.00158   0.00158   2956      5    2958   4737   0.47132   0.00047   0.00047   3839      2    3840    898   0.13310   0.00091   0.00091    703      1     704    195   0.04176   0.00275   0.00274    195      1     195    104
2005    46   0.13728   0.00123   0.00123    2300      3    2299   7700   0.20391   0.00057   0.00057   2959      2    2959   4741   0.46798   0.00026   0.00026   3842      1    3842    899   0.14293   0.00044   0.00044    704      0     705    195   0.04789   0.00165   0.00165    195      0     195    104
2005    47   0.13571   0.00069   0.00069    2297      2    2296   7703   0.19528   0.00038   0.00038   2960      1    2960   4743   0.46261   0.00009   0.00009   3843      0    3843    900   0.15216   0.00002   0.00002    705      0     705    196   0.05424   0.00060   0.00060    196      0     196    105
2005    48   0.13328   0.00056   0.00056    2296      1    2295   7704   0.18584   0.00031   0.00031   2960      1    2961   4744   0.45705   0.00005   0.00005   3843      0    3844    901   0.16206   0.00011   0.00011    705      0     705    196   0.06178   0.00011   0.00011    196      0     196    105
2005    49   0.13104   0.00036   0.00036    2294      1    2294   7706   0.17553   0.00010   0.00010   2961      0    2961   4745   0.45108   0.00003   0.00003   3844      0    3844    901   0.17222   0.00002   0.00002    705      0     705    196   0.07012   0.00015   0.00015    196      0     196    105
2005    50   0.12934   0.00046   0.00046    2293      1    2293   7707   0.16696   0.00021   0.00021   2961      1    2961   4745   0.44293   0.00002   0.00002   3844      0    3844    901   0.18252   0.00002   0.00002    705      0     706    196   0.07825   0.00005   0.00005    196      0     196    105
2005    51   0.12617   0.00027   0.00027    2292      1    2292   7708   0.15720   0.00010   0.00010   2962      0    2962   4746   0.43538   0.00000   0.00000   3845      0    3845    901   0.19336   0.00000   0.00000    706      0     706    196   0.08788   0.00004   0.00004    196      0     196    105
2005    52   0.12381   0.00006   0.00006    2292      0    2292   7708   0.14589   0.00005   0.00005   2962      0    2962   4746   0.42734   0.00000   0.00000   3845      0    3845    901   0.20375   0.00000   0.00000    706      0     706    196   0.09921   0.00000   0.00000    196      0     196    105
2005    53   0.12266   0.00006   0.00006    2292      0    2292   7708   0.13601   0.00006   0.00006   2962      0    2962   4746   0.41733   0.00000   0.00000   3845      0    3845    901   0.21371   0.00000   0.00000    706      0     706    196   0.11030   0.00000   0.00000    196      0     196    105
2005    54   0.12349   0.00006   0.00006    2291      0    2291   7709   0.12873   0.00003   0.00003   2962      0    2962   4747   0.40620   0.00000   0.00000   3845      0    3845    901   0.22115   0.00000   0.00000    706      0     706    196   0.12043   0.00003   0.00003    196      0     196    105
2005    55+  0.12502   0.00000   0.00000    2291      0    2291   7709   0.12593   0.00000   0.00000   2962      0    2962   4747   0.40056   0.00000   0.00000   3845      0    3845    901   0.22358   0.00000   0.00000    706      0     706    196   0.12491   0.00000   0.00000    196      0     196    105
2006    12-  1.00000   0.00000   0.00000   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2006    13   0.99995   0.00010   0.00010   10000      1    9999      0   0.00005   0.10095   0.09610      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2006    14   0.99955   0.00065   0.00065    9999      7    9996      1   0.00044   0.05422   0.05279      1      0       4      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2006    15   0.99825   0.00209   0.00209    9992     21    9982      8   0.00173   0.03042   0.02996      7      1      18      0   0.00003   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2006    16   0.99451   0.00567   0.00565    9972     56    9943     28   0.00529   0.05994   0.05819     28      3      55      1   0.00020   0.02250   0.02225      1      0       2      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2006    17   0.98714   0.01017   0.01012    9915    100    9865     85   0.01213   0.06554   0.06346     81      8     128      4   0.00069   0.05835   0.05669      4      0       7      0   0.00003   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
2006    18   0.97553   0.01557   0.01545    9815    152    9739    185   0.02264   0.07478   0.07209    173     18     242     13   0.00170   0.10336   0.09828     12      2      18      0   0.00013   0.09980   0.09506      0      0       1      0   0.00001         .         .      0      0       0      0
2006    19   0.95989   0.02007   0.01987    9663    192    9567    337   0.03615   0.07967   0.07662    306     31     390     31   0.00362   0.08551   0.08200     28      3      39      2   0.00031   0.06701   0.06484      2      0       3      0   0.00003   0.00000   0.00000      0      0       0      0
2006    20   0.94219   0.02297   0.02271    9471    215    9364    529   0.05026   0.09360   0.08941    467     52     554     62   0.00687   0.07326   0.07067     56      5      75      6   0.00061   0.09929   0.09460      5      1       7      0   0.00007   0.05646   0.05491      0      0       1      0
2006    21   0.92412   0.02408   0.02379    9256    220    9146    744   0.06357   0.09205   0.08800    630     66     713    114   0.01102   0.07608   0.07329    102     10     126     11   0.00115   0.12854   0.12078     10      2      13      1   0.00014   0.13206   0.12388      1      0       2      0
2006    22   0.90605   0.02528   0.02497    9036    226    8923    964   0.07601   0.09618   0.09177    785     83     862    179   0.01570   0.07196   0.06946    158     14     189     21   0.00199   0.09398   0.08976     18      2      23      3   0.00025   0.14486   0.13508      3      1       4      0
2006    23   0.88770   0.02689   0.02653    8810    234    8693   1190   0.08758   0.09819   0.09360    928     98    1001    262   0.02121   0.07376   0.07114    228     19     263     34   0.00304   0.08122   0.07805     29      3      36      5   0.00048   0.13483   0.12631      5      1       6      1
2006    24   0.86826   0.03043   0.02997    8577    257    8448   1423   0.09915   0.10389   0.09876   1063    118    1139    360   0.02750   0.07065   0.06824    307     25     349     54   0.00430   0.08441   0.08099     46      5      55      8   0.00079   0.07703   0.07417      8      1      10      2
2006    25   0.84574   0.03621   0.03556    8320    296    8172   1680   0.11267   0.10265   0.09764   1202    133    1291    479   0.03456   0.07140   0.06893    400     32     445     78   0.00593   0.08946   0.08563     66      7      77     12   0.00110   0.10908   0.10344     12      2      15      2
2006    26   0.81847   0.04437   0.04341    8024    348    7850   1976   0.12951   0.10450   0.09931   1365    154    1471    611   0.04284   0.06741   0.06521    501     37     553    110   0.00764   0.06882   0.06653     91      7     104     19   0.00154   0.12492   0.11758     19      3      22      4
2006    27   0.78564   0.05289   0.05153    7675    395    7478   2325   0.15078   0.10257   0.09757   1560    172    1681    765   0.05235   0.05617   0.05464    618     38     677    147   0.00913   0.07356   0.07095    121     10     133     26   0.00211   0.11569   0.10936     26      4      31      7
2006    28   0.74501   0.06716   0.06498    7280    473    7043   2720   0.17736   0.10698   0.10155   1783    206    1929    937   0.06420   0.05160   0.05030    752     42     824    185   0.01075   0.06681   0.06465    149     11     163     36   0.00267   0.09227   0.08820     36      4      41     10
2006    29   0.69395   0.08170   0.07849    6807    534    6540   3193   0.20937   0.11058   0.10478   2049    244    2209   1144   0.08051   0.04609   0.04505    916     46    1003    228   0.01284   0.05918   0.05748    181     12     196     47   0.00332   0.10295   0.09791     47      5      52     14
2006    30   0.63161   0.09622   0.09180    6273    576    5985   3727   0.24536   0.11723   0.11074   2339    293    2498   1388   0.10324   0.04440   0.04344   1114     54    1219    274   0.01568   0.06175   0.05990    215     14     233     59   0.00412   0.10224   0.09727     59      7      65     19
2006    31   0.56097   0.10744   0.10196    5697    581    5406   4303   0.28045   0.12512   0.11775   2622    345    2758   1681   0.13419   0.03716   0.03649   1353     55    1482    328   0.01941   0.05248   0.05114    255     14     273     73   0.00497   0.07921   0.07619     73      6      80     26
2006    32   0.48980   0.11365   0.10754    5116    550    4841   4884   0.30690   0.13244   0.12421   2858    391    2956   2026   0.17306   0.03329   0.03275   1643     60    1793    383   0.02417   0.05134   0.05005    296     16     315     88   0.00607   0.08503   0.08156     88      8      95     32
2006    33   0.42529   0.11275   0.10673    4566    487    4322   5434   0.32002   0.13717   0.12837   3017    421    3067   2417   0.21732   0.03058   0.03012   1974     65    2138    443   0.02999   0.04356   0.04263    339     16     362    104   0.00738   0.08867   0.08491    104     10     111     41
2006    34   0.36732   0.11045   0.10467    4078    427    3865   5922   0.32283   0.13642   0.12771   3084    423    3100   2838   0.26414   0.02908   0.02866   2330     73    2493    508   0.03694   0.03486   0.03427    389     14     416    119   0.00877   0.07176   0.06928    119      9     126     50
2006    35   0.31531   0.10368   0.09857    3651    360    3472   6349   0.31753   0.12815   0.12043   3087    395    3082   3261   0.31116   0.02685   0.02650   2680     76    2831    581   0.04567   0.03011   0.02966    447     14     476    134   0.01032   0.06514   0.06309    134      9     141     59
2006    36   0.27098   0.09097   0.08702    3292    286    3148   6708   0.30658   0.11181   0.10589   3053    339    3034   3656   0.35504   0.02232   0.02208   2999     70    3128    657   0.05534   0.02670   0.02635    509     14     535    148   0.01206   0.06262   0.06072    148     10     155     69
2006    37   0.23598   0.07383   0.07120    3005    214    2898   6995   0.29464   0.08853   0.08478   3000    264    2980   3995   0.39089   0.01872   0.01854   3268     63    3365    727   0.06449   0.02275   0.02250    564     13     588    163   0.01401   0.05986   0.05812    163     10     169     78
2006    38   0.20825   0.06070   0.05892    2791    164    2709   7209   0.28447   0.06838   0.06612   2950    201    2935   4259   0.41827   0.01495   0.01483   3469     53    3541    790   0.07292   0.01962   0.01943    614     12     634    176   0.01610   0.04683   0.04576    176      9     182     88
2006    39   0.18879   0.04682   0.04575    2627    120    2567   7373   0.27444   0.05180   0.05050   2914    150    2900   4460   0.43770   0.01138   0.01132   3617     42    3670    843   0.08077   0.01341   0.01332    654      9     670    188   0.01830   0.04059   0.03978    188      8     193     97
2006    40   0.17591   0.03554   0.03492    2507     88    2463   7493   0.26445   0.03398   0.03342   2884     98    2879   4610   0.45097   0.00789   0.00786   3725     30    3759    884   0.08811   0.01103   0.01097    687      8     698    197   0.02056   0.03710   0.03643    197      7     201    105
2006    41   0.16245   0.02448   0.02418    2419     58    2390   7581   0.25798   0.01975   0.01956   2873     57    2874   4708   0.46114   0.00516   0.00515   3794     20    3812    914   0.09541   0.00706   0.00703    709      5     716    205   0.02302   0.02279   0.02254    205      5     208    112
2006    42   0.15437   0.01649   0.01635    2361     39    2341   7639   0.25117   0.01236   0.01228   2875     36    2877   4764   0.46697   0.00320   0.00320   3831     12    3842    934   0.10188   0.00469   0.00468    724      3     728    210   0.02562   0.01621   0.01608    210      3     212    117
2006    43   0.15117   0.01055   0.01049    2322     24    2310   7678   0.24188   0.00725   0.00722   2878     21    2880   4800   0.47020   0.00186   0.00185   3854      7    3861    946   0.10851   0.00267   0.00267    733      2     735    214   0.02825   0.01110   0.01104    214      2     215    120
2006    44   0.14793   0.00573   0.00572    2298     13    2291   7702   0.23325   0.00384   0.00383   2882     11    2883   4821   0.47182   0.00102   0.00102   3868      4    3871    953   0.11575   0.00170   0.00170    738      1     739    216   0.03125   0.00602   0.00600    216      1     216    123
2006    45   0.14322   0.00406   0.00405    2284      9    2280   7716   0.22507   0.00221   0.00221   2884      6    2885   4832   0.47252   0.00052   0.00052   3875      2    3877    957   0.12350   0.00099   0.00099    740      1     741    217   0.03570   0.00291   0.00291    217      1     217    124
2006    46   0.13876   0.00286   0.00285    2275      6    2272   7725   0.21476   0.00126   0.00126   2886      4    2888   4838   0.47144   0.00026   0.00026   3879      1    3881    959   0.13318   0.00048   0.00048    742      0     742    217   0.04185   0.00132   0.00132    217      0     218    125
2006    47   0.13708   0.00135   0.00135    2269      3    2267   7731   0.20400   0.00028   0.00028   2889      1    2890   4842   0.46801   0.00009   0.00009   3882      0    3882    960   0.14298   0.00018   0.00018    742      0     742    218   0.04793   0.00085   0.00085    218      0     218    125
2006    48   0.13561   0.00071   0.00071    2266      2    2265   7734   0.19533   0.00028   0.00028   2892      1    2892   4843   0.46263   0.00012   0.00012   3882      0    3882    961   0.15218   0.00008   0.00008    743      0     743    218   0.05425   0.00059   0.00059    218      0     218    125
2006    49   0.13321   0.00052   0.00052    2264      1    2263   7736   0.18587   0.00014   0.00014   2892      0    2893   4844   0.45706   0.00007   0.00007   3883      0    3883    961   0.16208   0.00002   0.00002    743      0     743    218   0.06179   0.00016   0.00016    218      0     218    125
2006    50   0.13099   0.00032   0.00032    2263      1    2262   7737   0.17556   0.00006   0.00006   2893      0    2893   4844   0.45109   0.00003   0.00003   3883      0    3883    961   0.17223   0.00006   0.00006    743      0     743    218   0.07013   0.00010   0.00010    218      0     218    125
2006    51   0.12930   0.00006   0.00006    2262      0    2262   7738   0.16698   0.00007   0.00007   2894      0    2894   4844   0.44294   0.00002   0.00002   3883      0    3883    961   0.18252   0.00002   0.00002    743      0     743    218   0.07825   0.00000   0.00000    218      0     218    125
2006    52   0.12615   0.00011   0.00011    2262      0    2262   7738   0.15721   0.00008   0.00008   2894      0    2894   4844   0.43539   0.00003   0.00003   3883      0    3883    961   0.19337   0.00000   0.00000    743      0     743    218   0.08788   0.00000   0.00000    218      0     218    125
2006    53   0.12380   0.00003   0.00003    2262      0    2262   7738   0.14589   0.00005   0.00005   2894      0    2894   4845   0.42735   0.00001   0.00001   3883      0    3883    962   0.20376   0.00000   0.00000    743      0     743    218   0.09921   0.00000   0.00000    218      0     218    125
2006    54   0.12266   0.00006   0.00006    2262      0    2262   7738   0.13601   0.00003   0.00003   2894      0    2894   4845   0.41733   0.00000   0.00000   3883      0    3883    962   0.21371   0.00000   0.00000    743      0     743    218   0.11030   0.00000   0.00000    218      0     218    125
2006    55+  0.12195   0.00000   0.00000    2262      0    2262   7738   0.13153   0.00003   0.00003   2894      0    2894   4845   0.41186   0.00001   0.00001   3883      0    3883    962   0.21873   0.00000   0.00000    743      0     743    218   0.11594   0.00000   0.00000    218      0     218    125
2007    12-  1.00000   0.00001   0.00001   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2007    13   0.99995   0.00010   0.00010   10000      1    9999      0   0.00005   0.01734   0.01719      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2007    14   0.99961   0.00055   0.00055    9999      5    9996      1   0.00037   0.08417   0.08077      1      0       4      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2007    15   0.99813   0.00233   0.00233    9993     23    9982      7   0.00182   0.03623   0.03558      6      1      18      0   0.00005   0.09091   0.08696      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2007    16   0.99431   0.00566   0.00565    9970     56    9942     30   0.00545   0.07125   0.06880     29      4      56      1   0.00023   0.12141   0.11446      1      0       2      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2007    17   0.98638   0.01124   0.01117    9914    111    9858     86   0.01281   0.06902   0.06672     81      9     134      5   0.00077   0.07592   0.07314      5      1       7      0   0.00004   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
2007    18   0.97414   0.01601   0.01589    9803    156    9725    197   0.02380   0.08085   0.07771    183     20     253     14   0.00192   0.08645   0.08287     13      2      20      1   0.00013   0.20407   0.18517      1      0       1      0   0.00002         .         .      0      0       0      0
2007    19   0.95779   0.02177   0.02154    9647    208    9543    353   0.03789   0.08896   0.08517    318     36     408     35   0.00393   0.08368   0.08032     32      4      44      3   0.00035   0.09595   0.09155      2      0       3      0   0.00003   0.12064   0.11378      0      0       0      0
2007    20   0.93868   0.02448   0.02418    9440    228    9325    560   0.05340   0.09170   0.08768    489     53     582     71   0.00713   0.08876   0.08499     65      7      83      6   0.00072   0.10637   0.10100      6      1       8      1   0.00008   0.10516   0.09991      1      0       1      0
2007    21   0.91952   0.02588   0.02555    9211    235    9094    789   0.06739   0.09858   0.09395    664     74     751    124   0.01168   0.07800   0.07508    111     11     138     14   0.00122   0.13912   0.13007     12      2      16      1   0.00018   0.08355   0.08020      1      0       2      0
2007    22   0.90075   0.02721   0.02685    8976    241    8855   1024   0.08001   0.09832   0.09371    826     89     907    198   0.01685   0.08813   0.08441    174     18     205     24   0.00206   0.10172   0.09680     21      3      27      4   0.00032   0.12359   0.11640      4      1       5      0
2007    23   0.88190   0.02880   0.02839    8735    248    8611   1265   0.09189   0.10188   0.09694    977    107    1054    288   0.02249   0.07891   0.07592    245     22     283     43   0.00323   0.10363   0.09853     36      5      44      6   0.00050   0.16033   0.14843      6      1       8      1
2007    24   0.86189   0.03208   0.03158    8487    268    8353   1513   0.10364   0.10352   0.09842   1118    124    1197    395   0.02914   0.06907   0.06676    330     26     374     65   0.00451   0.09082   0.08687     54      6      63     11   0.00082   0.09970   0.09496     11      1      13      2
2007    25   0.83933   0.03727   0.03659    8219    301    8069   1781   0.11689   0.10455   0.09935   1262    141    1350    519   0.03644   0.07117   0.06872    428     34     476     91   0.00607   0.10326   0.09819     74      9      85     17   0.00127   0.11375   0.10763     17      2      20      4
2007    26   0.81231   0.04408   0.04313    7918    342    7748   2082   0.13334   0.10329   0.09822   1422    157    1523    660   0.04457   0.06897   0.06667    535     41     587    125   0.00809   0.08629   0.08272     99     10     113     25   0.00170   0.13666   0.12792     25      4      29      6
2007    27   0.77986   0.05258   0.05124    7577    388    7383   2423   0.15333   0.10683   0.10141   1606    184    1719    817   0.05454   0.06273   0.06082    652     45     714    165   0.01006   0.07591   0.07314    130     11     145     35   0.00220   0.13918   0.13012     35      6      40     10
2007    28   0.74060   0.06458   0.06256    7189    450    6964   2811   0.17835   0.10735   0.10188   1811    209    1943   1001   0.06652   0.05303   0.05166    791     46     863    210   0.01167   0.07245   0.06992    164     13     178     46   0.00286   0.11021   0.10446     46      6      52     15
2007    29   0.69291   0.07788   0.07496    6739    505    6486   3261   0.20838   0.11155   0.10566   2052    245    2196   1209   0.08163   0.05043   0.04919    954     52    1039    256   0.01360   0.06832   0.06606    197     15     214     59   0.00349   0.11581   0.10947     59      8      66     21
2007    30   0.63626   0.09306   0.08892    6234    554    5957   3766   0.24133   0.11580   0.10947   2312    285    2462   1454   0.10198   0.04578   0.04476   1146     57    1247    308   0.01616   0.06889   0.06660    234     17     252     74   0.00427   0.09803   0.09345     74      8      81     29
2007    31   0.57202   0.10146   0.09657    5679    548    5405   4321   0.27361   0.12327   0.11611   2581    333    2705   1740   0.12966   0.04137   0.04053   1374     62    1496    365   0.01950   0.06412   0.06213    274     19     293     91   0.00521   0.10795   0.10242     91     11     100     37
2007    32   0.50388   0.10762   0.10212    5131    524    4869   4869   0.30058   0.12816   0.12045   2796    370    2890   2073   0.16558   0.03722   0.03654   1646     66    1784    427   0.02378   0.05636   0.05481    317     19     339    110   0.00618   0.10894   0.10331    110     13     119     47
2007    33   0.43830   0.10951   0.10382    4607    478    4368   5393   0.31717   0.13180   0.12365   2950    396    3006   2443   0.20794   0.03299   0.03246   1950     69    2101    493   0.02917   0.05061   0.04936    365     20     387    129   0.00742   0.09159   0.08758    129     13     138     60
2007    34   0.38114   0.10486   0.09964    4129    411    3923   5871   0.32098   0.13327   0.12495   3032    406    3048   2840   0.25328   0.03079   0.03032   2277     75    2432    563   0.03580   0.04555   0.04453    414     20     440    149   0.00881   0.08580   0.08227    149     14     158     73
2007    35   0.33052   0.10191   0.09697    3717    360    3537   6283   0.31756   0.12732   0.11970   3037    386    3035   3246   0.29814   0.02814   0.02775   2608     77    2754    638   0.04354   0.03660   0.03594    469     18     497    169   0.01023   0.08226   0.07901    169     15     177     87
2007    36   0.28590   0.09258   0.08849    3357    297    3208   6643   0.30932   0.11318   0.10712   3011    339    2998   3632   0.34048   0.02494   0.02463   2917     76    3043    715   0.05247   0.03040   0.02995    528     17     556    187   0.01183   0.06642   0.06428    187     13     195    101
2007    37   0.24911   0.07685   0.07400    3060    226    2947   6940   0.29814   0.08731   0.08366   2969    258    2958   3972   0.37748   0.02058   0.02037   3181     67    3272    791   0.06169   0.02542   0.02510    587     16     612    204   0.01359   0.05871   0.05703    204     12     211    114
2007    38   0.22044   0.05963   0.05791    2833    164    2751   7167   0.28749   0.06712   0.06494   2937    196    2923   4230   0.40666   0.01569   0.01557   3372     54    3441    858   0.06992   0.02077   0.02056    639     14     659    219   0.01549   0.05489   0.05342    219     12     226    126
2007    39   0.19716   0.04942   0.04823    2669    129    2605   7331   0.27886   0.04969   0.04848   2905    144    2899   4426   0.42926   0.01215   0.01208   3514     43    3563    912   0.07732   0.01591   0.01579    679     11     695    233   0.01740   0.04347   0.04254    233     10     238    139
2007    40   0.18083   0.03905   0.03830    2541     97    2492   7459   0.27088   0.03308   0.03254   2889     96    2891   4570   0.44485   0.00837   0.00833   3615     31    3646    956   0.08407   0.01183   0.01176    712      9     723    244   0.01937   0.03483   0.03424    244      9     248    149
2007    41   0.17048   0.02652   0.02617    2443     64    2411   7557   0.26281   0.02010   0.01990   2891     58    2894   4666   0.45503   0.00537   0.00535   3680     20    3699    986   0.09027   0.00872   0.00868    734      6     740    253   0.02142   0.02568   0.02535    253      7     256    158
2007    42   0.15899   0.01819   0.01803    2379     43    2358   7621   0.25735   0.01147   0.01141   2897     33    2902   4724   0.46328   0.00327   0.00326   3718     12    3728   1006   0.09675   0.00550   0.00549    747      4     751    259   0.02363   0.01702   0.01688    259      4     261    164
2007    43   0.15218   0.01148   0.01141    2336     27    2323   7664   0.25098   0.00668   0.00665   2906     19    2910   4757   0.46816   0.00188   0.00187   3739      7    3745   1018   0.10266   0.00329   0.00328    755      2     757    263   0.02602   0.01049   0.01044    263      3     264    169
2007    44   0.14985   0.00741   0.00739    2310     17    2301   7690   0.24188   0.00388   0.00387   2914     11    2916   4777   0.47083   0.00111   0.00111   3751      4    3755   1025   0.10895   0.00161   0.00161    760      1     761    266   0.02850   0.00801   0.00798    266      2     266    172
2007    45   0.14712   0.00485   0.00483    2293     11    2287   7707   0.23333   0.00249   0.00249   2919      7    2921   4788   0.47218   0.00051   0.00051   3759      2    3761   1029   0.11596   0.00104   0.00104    763      1     763    267   0.03140   0.00363   0.00363    267      1     267    174
2007    46   0.14269   0.00298   0.00298    2282      7    2278   7718   0.22518   0.00121   0.00120   2923      4    2925   4795   0.47274   0.00027   0.00027   3764      1    3765   1031   0.12360   0.00039   0.00039    764      0     764    268   0.03578   0.00169   0.00169    268      0     268    175
2007    47   0.13846   0.00158   0.00158    2275      4    2273   7725   0.21488   0.00060   0.00060   2926      2    2927   4799   0.47153   0.00017   0.00017   3766      1    3767   1032   0.13323   0.00018   0.00018    764      0     765    268   0.04189   0.00124   0.00123    268      0     268    175
2007    48   0.13694   0.00062   0.00062    2271      1    2271   7729   0.20406   0.00039   0.00039   2928      1    2928   4801   0.46804   0.00008   0.00008   3768      0    3768   1033   0.14301   0.00007   0.00007    765      0     765    268   0.04795   0.00052   0.00052    268      0     268    175
2007    49   0.13553   0.00045   0.00045    2270      1    2269   7730   0.19536   0.00016   0.00016   2929      0    2929   4802   0.46264   0.00005   0.00005   3768      0    3769   1033   0.15221   0.00004   0.00004    765      0     765    268   0.05426   0.00018   0.00018    268      0     268    176
