Spain, Period fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
1991    12-  1.00000   0.00001   0.00001   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1991    13   0.99922   0.00009   0.00009   10000      1    9999      0   0.00075   0.00427   0.00426      0      0       1      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1991    14   0.99879   0.00036   0.00036    9999      4    9997      1   0.00112   0.01384   0.01375      1      0       3      0   0.00007   0.00000   0.00000      0      0       0      0   0.00001         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1991    15   0.99720   0.00163   0.00163    9995     16    9987      5   0.00241   0.01385   0.01376      5      0      13      0   0.00038   0.00000   0.00000      0      0       0      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1991    16   0.99354   0.00448   0.00447    9979     45    9957     21   0.00556   0.02499   0.02469     21      1      43      0   0.00086   0.00352   0.00352      0      0       0      0   0.00005   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
1991    17   0.98654   0.00927   0.00923    9935     92    9889     65   0.01184   0.05070   0.04944     64      5     108      1   0.00150   0.03275   0.03222      1      0       3      0   0.00012   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
1991    18   0.97425   0.01495   0.01484    9843    146    9770    157   0.02280   0.06061   0.05883    150     13     219      7   0.00273   0.03366   0.03311      7      0      11      0   0.00021   0.01429   0.01419      0      0       0      0   0.00001         .         .      0      0       0      0
1991    19   0.95622   0.02014   0.01994    9697    193    9600    303   0.03838   0.07266   0.07012    283     27     370     20   0.00496   0.04666   0.04559     20      1      29      0   0.00039   0.02361   0.02334      0      0       1      0   0.00005   0.00000   0.00000      0      0       0      0
1991    20   0.93246   0.02509   0.02478    9503    235    9386    497   0.05781   0.07843   0.07547    450     43     550     47   0.00879   0.05963   0.05790     45      4      61      2   0.00077   0.06054   0.05876      2      0       3      0   0.00017   0.00000   0.00000      0      0       0      0
1991    21   0.90037   0.03013   0.02969    9268    275    9130    732   0.08207   0.08571   0.08219    642     65     753     90   0.01566   0.05522   0.05374     85      6     109      5   0.00159   0.06724   0.06505      5      0       7      0   0.00031   0.10199   0.09704      0      0       0      0
1991    22   0.86204   0.03736   0.03667    8993    330    8828   1007   0.10925   0.09493   0.09063    853     93     979    155   0.02537   0.04934   0.04815    143      9     178     11   0.00281   0.07807   0.07514     11      1      14      1   0.00053   0.09053   0.08661      1      0       1      0
1991    23   0.81748   0.04734   0.04624    8663    401    8463   1337   0.13877   0.09838   0.09377   1089    122    1239    248   0.03830   0.05085   0.04959    227     14     273     20   0.00454   0.07280   0.07024     18      2      23      2   0.00090   0.11047   0.10469      2      0       2      0
1991    24   0.76496   0.05965   0.05793    8262    479    8023   1738   0.17100   0.10402   0.09887   1368    160    1540    369   0.05523   0.04774   0.04663    335     19     395     34   0.00730   0.06241   0.06052     31      2      38      3   0.00151   0.10216   0.09720      3      0       4      0
1991    25   0.70247   0.07733   0.07445    7784    579    7494   2216   0.20620   0.11152   0.10563   1687    210    1887    530   0.07785   0.04319   0.04228    477     24     556     53   0.01107   0.05809   0.05645     47      3      56      6   0.00240   0.11092   0.10509      6      1       7      1
1991    26   0.62808   0.09517   0.09085    7204    654    6877   2796   0.24385   0.12097   0.11407   2056    274    2266    740   0.10808   0.04104   0.04022    663     31     767     77   0.01620   0.05363   0.05223     68      4      79      9   0.00379   0.08097   0.07782      9      1      11      2
1991    27   0.54949   0.11144   0.10556    6550    691    6204   3450   0.27678   0.12584   0.11839   2436    332    2638   1014   0.14524   0.03713   0.03645    906     38    1033    108   0.02288   0.04981   0.04860     95      5     109     13   0.00560   0.08317   0.07985     13      1      16      3
1991    28   0.46917   0.12339   0.11622    5858    681    5518   4142   0.30086   0.13478   0.12627   2796    399    2959   1346   0.19009   0.03439   0.03381   1199     47    1355    147   0.03198   0.04328   0.04236    128      6     146     19   0.00790   0.06563   0.06354     19      1      21      4
1991    29   0.39323   0.12882   0.12102    5178    627    4864   4822   0.31189   0.14671   0.13669   3078    467    3180   1745   0.24020   0.03472   0.03413   1551     60    1735    193   0.04364   0.03772   0.03703    168      7     192     25   0.01103   0.05628   0.05474     25      2      28      5
1991    30   0.32729   0.12934   0.12148    4551    553    4275   5449   0.30645   0.15337   0.14245   3237    504    3283   2212   0.29273   0.03351   0.03296   1958     72    2156    254   0.05774   0.03634   0.03569    221      9     250     32   0.01579   0.05988   0.05814     32      2      36      7
1991    31   0.27377   0.11362   0.10751    3998    430    3783   6002   0.28667   0.14936   0.13898   3287    489    3273   2715   0.34199   0.03208   0.03157   2389     83    2580    326   0.07499   0.03191   0.03141    285     10     318     41   0.02259   0.05282   0.05146     41      2      46      9
1991    32   0.23547   0.10011   0.09534    3568    340    3398   6432   0.25961   0.13995   0.13080   3228    446    3187   3204   0.38125   0.03020   0.02975   2795     90    2965    409   0.09393   0.02805   0.02766    357     11     394     52   0.02974   0.04343   0.04251     52      2      56     11
1991    33   0.20828   0.08423   0.08083    3228    261    3098   6772   0.23319   0.12829   0.12056   3122    393    3064   3650   0.40837   0.02824   0.02785   3152     93    3296    498   0.11281   0.02505   0.02474    436     12     474     63   0.03735   0.03984   0.03907     63      3      68     14
1991    34   0.18681   0.07370   0.07108    2967    211    2862   7033   0.20868   0.11117   0.10531   2990    327    2938   4043   0.42620   0.02608   0.02574   3452     93    3565    591   0.13166   0.02398   0.02369    517     13     555     74   0.04665   0.03270   0.03217     74      3      81     17
1991    35   0.16987   0.06065   0.05887    2756    162    2675   7244   0.18744   0.09200   0.08796   2874    260    2829   4370   0.43550   0.02304   0.02278   3685     87    3770    684   0.15000   0.02157   0.02134    597     14     632     88   0.05719   0.02963   0.02920     88      3      94     19
1991    36   0.15792   0.04925   0.04806    2594    125    2532   7406   0.17125   0.06959   0.06725   2776    191    2745   4630   0.43604   0.01923   0.01905   3859     75    3915    771   0.16730   0.01838   0.01821    670     13     700    101   0.06750   0.02616   0.02582    101      3     108     22
1991    37   0.14722   0.04238   0.04150    2469    102    2418   7531   0.15695   0.05320   0.05182   2710    143    2691   4821   0.43289   0.01670   0.01656   3975     67    4012    846   0.18373   0.01574   0.01561    732     12     759    114   0.07920   0.02255   0.02230    114      3     120     25
1991    38   0.13886   0.03486   0.03426    2367     81    2326   7633   0.14345   0.03705   0.03637   2669     99    2661   4964   0.42705   0.01248   0.01241   4051     51    4074    913   0.19806   0.01319   0.01310    787     11     807    126   0.09257   0.02073   0.02052    126      3     131     28
1991    39   0.13332   0.02806   0.02768    2286     63    2254   7714   0.13263   0.02634   0.02600   2652     70    2649   5063   0.41799   0.00959   0.00955   4098     39    4113    964   0.21053   0.01012   0.01007    827      9     843    137   0.10553   0.01577   0.01565    137      2     141     30
1991    40   0.13082   0.02284   0.02258    2222     50    2197   7778   0.12541   0.01806   0.01790   2645     48    2646   5133   0.40685   0.00682   0.00680   4129     28    4138   1004   0.21978   0.00747   0.00744    858      6     869    145   0.11714   0.01288   0.01279    145      2     149     32
1991    41   0.12798   0.01718   0.01704    2172     37    2154   7828   0.11783   0.01133   0.01126   2647     30    2651   5180   0.39580   0.00419   0.00418   4148     17    4155   1032   0.22752   0.00575   0.00574    880      5     886    152   0.13087   0.01007   0.01002    152      2     154     34
1991    42   0.12290   0.01143   0.01136    2135     24    2123   7865   0.11034   0.00587   0.00586   2654     16    2659   5210   0.38277   0.00248   0.00248   4161     10    4164   1049   0.23609   0.00355   0.00354    892      3     896    157   0.14791   0.00784   0.00781    157      1     159     36
1991    43   0.12203   0.00953   0.00949    2111     20    2101   7889   0.10557   0.00311   0.00310   2663      8    2669   5226   0.36921   0.00138   0.00138   4166      6    4167   1060   0.24144   0.00207   0.00207    900      2     902    160   0.16174   0.00396   0.00395    160      1     161     37
1991    44   0.12368   0.00452   0.00451    2091      9    2086   7909   0.10270   0.00153   0.00153   2675      4    2677   5234   0.35803   0.00054   0.00054   4169      2    4170   1066   0.24313   0.00102   0.00102    903      1     904    162   0.17245   0.00258   0.00258    162      0     162     38
1991    45   0.12277   0.00310   0.00309    2082      6    2078   7918   0.10126   0.00091   0.00091   2680      2    2682   5238   0.34537   0.00027   0.00027   4171      1    4171   1068   0.24425   0.00039   0.00039    905      0     905    163   0.18635   0.00152   0.00152    163      0     163     38
1991    46   0.12175   0.00142   0.00142    2075      3    2074   7925   0.09913   0.00047   0.00047   2684      1    2685   5241   0.33424   0.00020   0.00020   4172      1    4172   1069   0.24458   0.00022   0.00022    906      0     906    163   0.20030   0.00052   0.00052    163      0     163     38
1991    47   0.12292   0.00087   0.00087    2072      2    2071   7928   0.09670   0.00018   0.00018   2686      0    2686   5242   0.32499   0.00004   0.00004   4172      0    4172   1070   0.24367   0.00011   0.00011    906      0     906    164   0.21173   0.00018   0.00018    164      0     164     39
1991    48   0.12436   0.00040   0.00040    2070      1    2070   7930   0.09682   0.00009   0.00009   2687      0    2687   5242   0.31479   0.00003   0.00003   4173      0    4173   1070   0.24132   0.00000   0.00000    906      0     906    164   0.22271   0.00012   0.00012    164      0     164     39
1991    49   0.12515   0.00025   0.00025    2070      1    2069   7930   0.09951   0.00011   0.00011   2688      0    2688   5243   0.30749   0.00002   0.00002   4173      0    4173   1070   0.23712   0.00000   0.00000    906      0     906    164   0.23074   0.00011   0.00011    164      0     164     39
1991    50   0.12328   0.00016   0.00016    2069      0    2069   7931   0.09915   0.00015   0.00015   2688      0    2688   5243   0.30114   0.00003   0.00003   4173      0    4173   1070   0.23655   0.00000   0.00000    906      0     907    164   0.23989   0.00002   0.00002    164      0     164     39
1991    51   0.12611   0.00016   0.00016    2069      0    2069   7931   0.09832   0.00010   0.00010   2688      0    2688   5243   0.29132   0.00002   0.00002   4173      0    4173   1070   0.23436   0.00000   0.00000    907      0     907    164   0.24988   0.00000   0.00000    164      0     164     39
1991    52   0.12959   0.00018   0.00018    2068      0    2068   7932   0.10054   0.00011   0.00011   2688      0    2688   5244   0.28569   0.00002   0.00002   4173      0    4174   1070   0.22925   0.00000   0.00000    907      0     907    164   0.25494   0.00000   0.00000    164      0     164     39
1991    53   0.12834   0.00008   0.00008    2068      0    2068   7932   0.10419   0.00005   0.00005   2688      0    2688   5244   0.28507   0.00002   0.00002   4174      0    4174   1070   0.22680   0.00000   0.00000    907      0     907    164   0.25560   0.00000   0.00000    164      0     164     39
1991    54   0.13146   0.00003   0.00003    2068      0    2068   7932   0.10729   0.00000   0.00000   2688      0    2688   5244   0.28309   0.00000   0.00000   4174      0    4174   1070   0.22264   0.00000   0.00000    907      0     907    164   0.25551   0.00000   0.00000    164      0     164     39
1991    55+  0.13434   0.00003   0.00003    2068      0    2068   7932   0.10808   0.00004   0.00004   2688      0    2688   5244   0.28199   0.00000   0.00000   4174      0    4174   1070   0.21973   0.00000   0.00000    907      0     907    164   0.25586   0.00000   0.00000    164      0     164     39
1992    12-  1.00000   0.00003   0.00003   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1992    13   0.99959   0.00007   0.00007   10000      1    9999      0   0.00040   0.00831   0.00827      0      0       1      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1992    14   0.99900   0.00035   0.00035    9999      4    9997      1   0.00096   0.00995   0.00991      1      0       3      0   0.00002   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1992    15   0.99781   0.00158   0.00158    9995     16    9988      5   0.00207   0.01637   0.01624      4      0      12      0   0.00010   0.00000   0.00000      0      0       0      0   0.00001         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1992    16   0.99431   0.00402   0.00402    9980     40    9960     20   0.00520   0.03079   0.03033     20      1      40      0   0.00047   0.00000   0.00000      0      0       1      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1992    17   0.98706   0.00857   0.00853    9940     85    9897     60   0.01168   0.04578   0.04475     59      5     100      1   0.00119   0.01766   0.01750      1      0       3      0   0.00006   0.04871   0.04755      0      0       0      0   0.00001         .         .      0      0       0      0
1992    18   0.97535   0.01310   0.01302    9855    128    9791    145   0.02209   0.05811   0.05647    139     12     199      6   0.00239   0.02434   0.02405      6      0      10      0   0.00017   0.07352   0.07091      0      0       0      0   0.00001         .         .      0      0       0      0
1992    19   0.95825   0.01832   0.01816    9727    177    9638    273   0.03679   0.07082   0.06840    256     24     335     18   0.00459   0.04449   0.04353     17      1      26      0   0.00035   0.06123   0.05941      0      0       1      0   0.00002   0.00000   0.00000      0      0       0      0
1992    20   0.93603   0.02208   0.02184    9550    209    9446    450   0.05507   0.07520   0.07247    409     37     498     41   0.00813   0.04798   0.04686     40      3      54      1   0.00069   0.06633   0.06420      1      0       2      0   0.00008   0.03937   0.03861      0      0       0      0
1992    21   0.90849   0.02718   0.02682    9341    250    9216    659   0.07625   0.08467   0.08123    580     58     682     79   0.01369   0.05382   0.05241     75      5      96      4   0.00132   0.07982   0.07676      4      0       6      0   0.00024   0.03828   0.03756      0      0       0      0
1992    22   0.87200   0.03381   0.03325    9091    302    8940    909   0.10220   0.08982   0.08596    773     80     891    137   0.02288   0.05188   0.05057    127      8     157      9   0.00245   0.07022   0.06784      9      1      11      1   0.00046   0.07528   0.07255      1      0       1      0
1992    23   0.82826   0.04202   0.04116    8789    362    8608   1211   0.13161   0.09537   0.09103    995    108    1130    217   0.03529   0.04716   0.04608    199     11     240     17   0.00407   0.07090   0.06847     16      1      20      1   0.00078   0.07325   0.07066      1      0       2      0
1992    24   0.77682   0.05578   0.05426    8427    457    8198   1573   0.16437   0.09922   0.09453   1249    141    1418    324   0.05122   0.04561   0.04460    296     16     348     29   0.00632   0.05945   0.05774     26      2      32      3   0.00127   0.11532   0.10903      3      0       4      0
1992    25   0.71621   0.07188   0.06939    7970    553    7693   2030   0.20025   0.10528   0.10002   1565    186    1764    465   0.07186   0.04395   0.04300    421     22     490     45   0.00966   0.06090   0.05910     40      3      48      5   0.00202   0.09590   0.09152      5      1       6      1
1992    26   0.64633   0.09072   0.08679    7417    644    7095   2583   0.23729   0.11270   0.10669   1933    242    2151    651   0.09914   0.04133   0.04050    585     28     676     66   0.01411   0.05656   0.05500     58      4      69      8   0.00312   0.08380   0.08043      8      1       9      1
1992    27   0.56769   0.10801   0.10248    6773    694    6426   3227   0.27323   0.12027   0.11345   2334    307    2549    893   0.13433   0.03803   0.03732    799     35     917     94   0.02001   0.05153   0.05024     82      5      95     12   0.00474   0.08021   0.07712     12      1      14      2
1992    28   0.48906   0.12403   0.11678    6079    710    5724   3921   0.30033   0.13007   0.12212   2721    379    2910   1200   0.17622   0.03711   0.03643   1071     45    1218    129   0.02760   0.04408   0.04313    112      6     130     16   0.00679   0.07667   0.07384     16      1      19      3
1992    29   0.41314   0.13223   0.12403    5369    666    5036   4631   0.31455   0.13937   0.13029   3053    444    3187   1578   0.22513   0.03474   0.03415   1404     55    1579    174   0.03786   0.03839   0.03766    152      7     173     22   0.00933   0.06910   0.06679     22      2      25      5
1992    30   0.34485   0.13335   0.12501    4703    588    4409   5297   0.31451   0.14670   0.13668   3275    491    3345   2022   0.27720   0.03301   0.03247   1793     66    1988    229   0.05065   0.03686   0.03619    200      8     226     29   0.01280   0.06770   0.06549     29      2      32      6
1992    31   0.28881   0.12034   0.11351    4115    467    3882   5885   0.29988   0.14560   0.13572   3372    492    3377   2513   0.32768   0.03189   0.03139   2219     77    2413    295   0.06573   0.03187   0.03137    257      9     288     37   0.01791   0.05426   0.05282     37      2      41      8
1992    32   0.24500   0.10633   0.10096    3648    368    3464   6352   0.27485   0.14241   0.13295   3347    471    3309   3005   0.37152   0.03020   0.02975   2633     85    2817    371   0.08364   0.02900   0.02858    325     10     360     46   0.02498   0.04740   0.04630     46      2      51     11
1992    33   0.21399   0.08919   0.08538    3280    280    3140   6720   0.24670   0.13101   0.12296   3244    417    3185   3476   0.40438   0.02682   0.02647   3019     85    3179    457   0.10259   0.02497   0.02466    400     11     435     57   0.03235   0.03943   0.03867     57      2      62     13
1992    34   0.19189   0.07955   0.07651    3000    230    2885   7000   0.22212   0.11135   0.10548   3107    341    3058   3893   0.42483   0.02477   0.02447   3351     86    3474    542   0.12095   0.02387   0.02359    474     12     510     68   0.04021   0.03668   0.03602     68      3      73     16
1992    35   0.17399   0.06928   0.06696    2770    185    2677   7230   0.20059   0.09306   0.08892   2996    275    2956   4234   0.43676   0.02193   0.02169   3606     81    3700    628   0.13899   0.02030   0.02009    548     12     582     80   0.04966   0.03073   0.03026     80      3      85     18
1992    36   0.16015   0.05616   0.05463    2585    141    2514   7415   0.18201   0.07167   0.06919   2907    206    2877   4509   0.44147   0.01966   0.01947   3800     76    3863    709   0.15629   0.01582   0.01570    617     10     650     92   0.06009   0.02549   0.02517     92      2      96     21
1992    37   0.15052   0.04532   0.04432    2443    108    2389   7557   0.16819   0.05188   0.05057   2842    146    2824   4715   0.43871   0.01582   0.01570   3930     63    3971    785   0.17233   0.01478   0.01467    683     10     709    102   0.07026   0.02366   0.02339    102      3     107     23
1992    38   0.14145   0.03757   0.03688    2335     86    2292   7665   0.15566   0.03786   0.03715   2803    106    2794   4861   0.43381   0.01173   0.01167   4014     47    4042    848   0.18730   0.01183   0.01176    735      9     755    112   0.08178   0.02021   0.02001    112      2     117     26
1992    39   0.13441   0.02949   0.02907    2249     65    2216   7751   0.14323   0.02870   0.02830   2784     80    2777   4967   0.42714   0.00916   0.00912   4072     37    4093    895   0.20040   0.01018   0.01013    774      8     789    121   0.09483   0.01511   0.01499    121      2     125     28
1992    40   0.12979   0.02644   0.02609    2184     57    2155   7816   0.13311   0.01831   0.01814   2769     51    2773   5047   0.41767   0.00650   0.00648   4114     27    4126    933   0.21205   0.00711   0.00709    803      6     814    129   0.10737   0.01118   0.01111    129      1     132     30
1992    41   0.12809   0.01821   0.01804    2127     38    2108   7873   0.12632   0.00986   0.00981   2776     27    2781   5098   0.40649   0.00382   0.00381   4138     16    4144    960   0.22054   0.00536   0.00535    824      4     830    135   0.11855   0.00928   0.00923    135      1     137     32
1992    42   0.12612   0.01236   0.01228    2088     26    2076   7912   0.11870   0.00614   0.00612   2787     17    2791   5125   0.39555   0.00206   0.00205   4150      9    4154    975   0.22774   0.00326   0.00325    836      3     839    140   0.13190   0.00569   0.00567    140      1     141     33
1992    43   0.12161   0.00832   0.00828    2063     17    2054   7937   0.11111   0.00311   0.00310   2795      9    2799   5142   0.38259   0.00117   0.00117   4158      5    4160    984   0.23612   0.00229   0.00229    842      2     843    142   0.14856   0.00408   0.00407    142      1     143     34
1992    44   0.12119   0.00531   0.00529    2046     11    2040   7954   0.10617   0.00173   0.00172   2803      5    2806   5151   0.36912   0.00060   0.00060   4162      3    4163    989   0.24142   0.00078   0.00077    845      1     846    144   0.16211   0.00212   0.00211    144      0     144     34
1992    45   0.12321   0.00262   0.00262    2035      5    2032   7965   0.10303   0.00114   0.00114   2809      3    2810   5156   0.35803   0.00021   0.00021   4165      1    4166    991   0.24311   0.00041   0.00041    846      0     847    145   0.17261   0.00127   0.00126    145      0     145     35
1992    46   0.12251   0.00109   0.00109    2029      2    2028   7971   0.10144   0.00041   0.00041   2812      1    2812   5159   0.34537   0.00019   0.00019   4167      1    4167    992   0.24426   0.00012   0.00012    847      0     847    145   0.18642   0.00065   0.00065    145      0     145     35
1992    47   0.12162   0.00086   0.00086    2027      2    2026   7973   0.09922   0.00021   0.00021   2813      1    2813   5160   0.33423   0.00005   0.00005   4167      0    4167    993   0.24458   0.00003   0.00003    848      0     848    145   0.20034   0.00036   0.00036    145      0     145     35
1992    48   0.12285   0.00017   0.00017    2025      0    2025   7975   0.09675   0.00009   0.00009   2814      0    2814   5161   0.32499   0.00004   0.00004   4168      0    4168    993   0.24367   0.00007   0.00007    848      0     848    145   0.21174   0.00004   0.00004    145      0     145     35
1992    49   0.12433   0.00026   0.00026    2025      1    2025   7975   0.09685   0.00005   0.00005   2814      0    2814   5161   0.31479   0.00001   0.00001   4168      0    4168    993   0.24132   0.00002   0.00002    848      0     848    145   0.22271   0.00008   0.00008    145      0     145     35
1992    50   0.12512   0.00004   0.00004    2025      0    2025   7975   0.09952   0.00016   0.00016   2814      0    2814   5161   0.30749   0.00005   0.00005   4168      0    4168    993   0.23713   0.00000   0.00000    848      0     848    145   0.23074   0.00011   0.00011    145      0     145     35
1992    51   0.12327   0.00016   0.00016    2025      0    2024   7975   0.09915   0.00005   0.00005   2814      0    2814   5162   0.30114   0.00000   0.00000   4168      0    4168    994   0.23655   0.00000   0.00000    848      0     848    145   0.23989   0.00000   0.00000    145      0     145     35
1992    52   0.12609   0.00012   0.00012    2024      0    2024   7976   0.09833   0.00005   0.00005   2814      0    2814   5162   0.29133   0.00000   0.00000   4168      0    4168    994   0.23436   0.00000   0.00000    848      0     848    145   0.24988   0.00000   0.00000    145      0     145     35
1992    53   0.12958   0.00000   0.00000    2024      0    2024   7976   0.10054   0.00006   0.00006   2814      0    2814   5162   0.28569   0.00002   0.00002   4168      0    4168    994   0.22925   0.00000   0.00000    848      0     848    145   0.25494   0.00000   0.00000    145      0     145     35
1992    54   0.12834   0.00000   0.00000    2024      0    2024   7976   0.10419   0.00005   0.00005   2814      0    2814   5162   0.28507   0.00000   0.00000   4168      0    4168    994   0.22681   0.00002   0.00002    848      0     848    145   0.25560   0.00000   0.00000    145      0     145     35
1992    55+  0.12858   0.00000   0.00000    2024      0    2024   7976   0.10651   0.00004   0.00004   2814      0    2814   5162   0.28420   0.00000   0.00000   4168      0    4169    994   0.22555   0.00002   0.00002    848      0     848    145   0.25517   0.00000   0.00000    145      0     145     35
1993    12-  1.00000   0.00001   0.00001   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1993    13   0.99994   0.00006   0.00006   10000      1   10000      0   0.00006   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1993    14   0.99939   0.00035   0.00035    9999      3    9998      1   0.00060   0.00546   0.00544      1      0       2      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
1993    15   0.99812   0.00133   0.00133    9996     13    9989      4   0.00182   0.02090   0.02068      4      0      11      0   0.00004   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1993    16   0.99521   0.00365   0.00365    9982     36    9964     18   0.00457   0.04223   0.04136     17      1      35      0   0.00021   0.00000   0.00000      0      0       1      0   0.00001         .         .      0      0       0      0   0.00001         .         .      0      0       0      0
1993    17   0.98851   0.00736   0.00733    9946     73    9910     54   0.01067   0.04452   0.04355     52      4      88      2   0.00079   0.04585   0.04482      2      0       3      0   0.00002   0.14626   0.13629      0      0       0      0   0.00001         .         .      0      0       0      0
1993    18   0.97704   0.01196   0.01189    9873    117    9814    127   0.02088   0.05182   0.05052    121      9     177      6   0.00197   0.03791   0.03721      5      0       8      0   0.00011   0.05656   0.05501      0      0       0      0   0.00001         .         .      0      0       0      0
1993    19   0.96084   0.01672   0.01658    9756    162    9675    244   0.03480   0.06428   0.06228    229     19     303     15   0.00405   0.04436   0.04340     14      1      21      0   0.00027   0.11087   0.10505      0      0       1      0   0.00003   0.00000   0.00000      0      0       0      0
1993    20   0.94020   0.01930   0.01912    9594    183    9502    406   0.05171   0.06948   0.06715    372     31     451     34   0.00742   0.05564   0.05413     33      2      44      1   0.00061   0.08499   0.08152      1      0       2      0   0.00006   0.10880   0.10319      0      0       0      0
1993    21   0.91486   0.02344   0.02317    9410    218    9301    590   0.07138   0.07498   0.07227    524     46     614     66   0.01244   0.05337   0.05198     62      4      79      4   0.00117   0.07570   0.07294      4      0       5      0   0.00015   0.06119   0.05938      0      0       0      0
1993    22   0.88344   0.02811   0.02772    9192    255    9065    808   0.09416   0.08178   0.07857    696     65     796    112   0.01992   0.05438   0.05294    104      7     128      8   0.00209   0.09613   0.09172      7      1      10      1   0.00039   0.12804   0.12034      1      0       1      0
1993    23   0.84197   0.03684   0.03617    8938    323    8776   1062   0.12211   0.09108   0.08712    886     92    1009    177   0.03166   0.04688   0.04580    162      9     197     15   0.00357   0.08041   0.07730     13      1      17      2   0.00070   0.08509   0.08162      2      0       2      0
1993    24   0.79126   0.04900   0.04782    8614    412    8408   1386   0.15502   0.09303   0.08890   1117    118    1273    269   0.04694   0.04831   0.04717    244     14     288     24   0.00566   0.07575   0.07299     21      2      26      3   0.00112   0.09817   0.09358      3      0       4      0
1993    25   0.73159   0.06460   0.06258    8202    513    7946   1798   0.19191   0.09897   0.09430   1410    158    1601    387   0.06625   0.04372   0.04279    349     18     408     38   0.00849   0.06955   0.06721     33      3      40      5   0.00176   0.12125   0.11432      5      1       6      1
1993    26   0.66320   0.08213   0.07889    7689    607    7386   2311   0.23044   0.10625   0.10089   1765    210    1980    545   0.09120   0.04132   0.04048    489     23     569     56   0.01248   0.05215   0.05083     48      3      57      8   0.00267   0.09906   0.09438      8      1       9      1
1993    27   0.58804   0.09914   0.09446    7083    669    6748   2917   0.26713   0.11170   0.10579   2162    266    2382    756   0.12325   0.03626   0.03561    676     28     779     80   0.01762   0.05095   0.04968     69      4      79     11   0.00397   0.09575   0.09138     11      1      12      2
1993    28   0.50748   0.11780   0.11125    6414    713    6057   3586   0.29900   0.12028   0.11345   2565    334    2776   1022   0.16329   0.03560   0.03497    914     37    1044    108   0.02443   0.04349   0.04256     93      5     107     15   0.00579   0.07983   0.07676     15      1      17      4
1993    29   0.43091   0.13195   0.12378    5700    706    5347   4300   0.31829   0.13066   0.12265   2944    407    3116   1356   0.20959   0.03393   0.03336   1211     47    1371    145   0.03318   0.03750   0.03681    126      5     143     19   0.00804   0.07073   0.06832     19      2      22      5
1993    30   0.36162   0.13409   0.12567    4995    628    4681   5005   0.32184   0.13953   0.13043   3243    467    3345   1763   0.26128   0.03156   0.03107   1572     55    1759    191   0.04441   0.03534   0.03473    167      7     188     25   0.01086   0.06596   0.06385     25      2      28      6
1993    31   0.30335   0.12172   0.11474    4367    501    4116   5633   0.31130   0.14068   0.13143   3403    483    3430   2230   0.31261   0.02996   0.02952   1983     65    2177    247   0.05812   0.03057   0.03011    216      7     242     31   0.01462   0.05778   0.05616     31      2      35      8
1993    32   0.25742   0.10842   0.10284    3866    398    3667   6134   0.28979   0.13508   0.12654   3422    460    3404   2712   0.35887   0.02795   0.02757   2400     72    2583    312   0.07392   0.02800   0.02762    273      8     303     39   0.02000   0.05889   0.05720     39      3      43     10
1993    33   0.22150   0.09590   0.09151    3468    317    3310   6532   0.26242   0.12598   0.11851   3360    418    3319   3172   0.39677   0.02652   0.02617   2788     78    2950    384   0.09201   0.02414   0.02385    337      9     370     47   0.02730   0.04449   0.04353     47      2      51     13
1993    34   0.19626   0.07978   0.07672    3151    242    3030   6849   0.23552   0.10818   0.10263   3259    348    3213   3590   0.42283   0.02327   0.02300   3128     76    3259    463   0.11051   0.02202   0.02178    406     10     438     56   0.03488   0.03640   0.03575     56      2      61     15
