United Kingdom, Period fertility rates by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 01/12/2022
Year    Age        ASFR
2009     49     0.00018
2009     50     0.00014
2009     51     0.00008
2009     52     0.00004
2009     53     0.00001
2009     54     0.00001
2009     55+    0.00000
2010     12-    0.00000
2010     13     0.00004
2010     14     0.00056
2010     15     0.00254
2010     16     0.00851
2010     17     0.02089
2010     18     0.03307
2010     19     0.04779
2010     20     0.05921
2010     21     0.06558
2010     22     0.07394
2010     23     0.07908
2010     24     0.08388
2010     25     0.09127
2010     26     0.09759
2010     27     0.10376
2010     28     0.10964
2010     29     0.11558
2010     30     0.11825
2010     31     0.11813
2010     32     0.11468
2010     33     0.10844
2010     34     0.09957
2010     35     0.08750
2010     36     0.07460
2010     37     0.05926
2010     38     0.04731
2010     39     0.03598
2010     40     0.02545
2010     41     0.01670
2010     42     0.01037
2010     43     0.00609
2010     44     0.00339
2010     45     0.00172
2010     46     0.00101
2010     47     0.00046
2010     48     0.00026
2010     49     0.00024
2010     50     0.00018
2010     51     0.00010
2010     52     0.00004
2010     53     0.00001
2010     54     0.00000
2010     55+    0.00000
2011     12-    0.00001
2011     13     0.00003
2011     14     0.00044
2011     15     0.00221
2011     16     0.00763
2011     17     0.01834
2011     18     0.03031
2011     19     0.04398
2011     20     0.05371
2011     21     0.06265
2011     22     0.07187
2011     23     0.07897
2011     24     0.08457
2011     25     0.09172
2011     26     0.09826
2011     27     0.10360
2011     28     0.10849
2011     29     0.11565
2011     30     0.11617
2011     31     0.11927
2011     32     0.11332
2011     33     0.10800
2011     34     0.10012
2011     35     0.08849
2011     36     0.07622
2011     37     0.06180
2011     38     0.04828
2011     39     0.03797
2011     40     0.02690
2011     41     0.01816
2011     42     0.01102
2011     43     0.00643
2011     44     0.00334
2011     45     0.00187
2011     46     0.00104
2011     47     0.00055
2011     48     0.00029
2011     49     0.00019
2011     50     0.00015
2011     51     0.00009
2011     52     0.00004
2011     53     0.00001
2011     54     0.00001
2011     55+    0.00000
2012     12-    0.00000
2012     13     0.00003
2012     14     0.00050
2012     15     0.00220
2012     16     0.00731
2012     17     0.01749
2012     18     0.02841
2012     19     0.04150
2012     20     0.05162
2012     21     0.05912
2012     22     0.06959
2012     23     0.07697
2012     24     0.08487
2012     25     0.09213
2012     26     0.09781
2012     27     0.10428
2012     28     0.11062
2012     29     0.11533
2012     30     0.11772
2012     31     0.12072
2012     32     0.11678
2012     33     0.10949
2012     34     0.10159
2012     35     0.09108
2012     36     0.07706
2012     37     0.06325
2012     38     0.04922
2012     39     0.03824
2012     40     0.02782
2012     41     0.01834
2012     42     0.01142
2012     43     0.00654
2012     44     0.00368
2012     45     0.00190
2012     46     0.00107
2012     47     0.00062
2012     48     0.00032
2012     49     0.00028
2012     50     0.00017
2012     51     0.00008
2012     52     0.00003
2012     53     0.00001
2012     54     0.00000
2012     55+    0.00000
2013     12-    0.00000
2013     13     0.00002
2013     14     0.00036
2013     15     0.00201
2013     16     0.00630
2013     17     0.01527
2013     18     0.02465
2013     19     0.03674
2013     20     0.04603
2013     21     0.05392
2013     22     0.06167
2013     23     0.07066
2013     24     0.07945
2013     25     0.08730
2013     26     0.09478
2013     27     0.10115
2013     28     0.10680
2013     29     0.11156
2013     30     0.11349
2013     31     0.11553
2013     32     0.11243
2013     33     0.10641
2013     34     0.09798
2013     35     0.08784
2013     36     0.07571
2013     37     0.06216
2013     38     0.04941
2013     39     0.03828
2013     40     0.02719
2013     41     0.01822
2013     42     0.01120
2013     43     0.00705
2013     44     0.00381
2013     45     0.00205
2013     46     0.00100
2013     47     0.00061
2013     48     0.00034
2013     49     0.00025
2013     50     0.00021
2013     51     0.00012
2013     52     0.00004
2013     53     0.00001
2013     54     0.00000
2013     55+    0.00000
2014     12-    0.00000
2014     13     0.00004
2014     14     0.00033
2014     15     0.00161
2014     16     0.00520
2014     17     0.01312
2014     18     0.02209
2014     19     0.03450
2014     20     0.04349
2014     21     0.05073
2014     22     0.05813
2014     23     0.06627
2014     24     0.07569
2014     25     0.08535
2014     26     0.09372
2014     27     0.10121
2014     28     0.10613
2014     29     0.11262
2014     30     0.11302
2014     31     0.11736
2014     32     0.11349
2014     33     0.10687
2014     34     0.10079
2014     35     0.08896
2014     36     0.07685
2014     37     0.06357
2014     38     0.05020
2014     39     0.03933
2014     40     0.02813
2014     41     0.01879
2014     42     0.01163
2014     43     0.00685
2014     44     0.00392
2014     45     0.00193
2014     46     0.00113
2014     47     0.00058
2014     48     0.00039
2014     49     0.00021
2014     50     0.00020
2014     51     0.00011
2014     52     0.00004
2014     53     0.00001
2014     54     0.00000
2014     55+    0.00000
2015     12-    0.00001
2015     13     0.00003
2015     14     0.00028
2015     15     0.00148
2015     16     0.00515
2015     17     0.01208
2015     18     0.02034
2015     19     0.03136
2015     20     0.04136
2015     21     0.04910
2015     22     0.05668
2015     23     0.06313
2015     24     0.07297
2015     25     0.08345
2015     26     0.09261
2015     27     0.10008
2015     28     0.10794
2015     29     0.11331
2015     30     0.11339
2015     31     0.11836
2015     32     0.11367
2015     33     0.10731
2015     34     0.10004
2015     35     0.09146
2015     36     0.07730
2015     37     0.06471
2015     38     0.05139
2015     39     0.03972
2015     40     0.02865
2015     41     0.01930
2015     42     0.01209
2015     43     0.00699
2015     44     0.00402
2015     45     0.00217
2015     46     0.00116
2015     47     0.00063
2015     48     0.00039
2015     49     0.00028
2015     50     0.00026
2015     51     0.00014
2015     52     0.00005
2015     53     0.00002
2015     54     0.00000
2015     55+    0.00000
2016     12-    0.00000
2016     13     0.00002
2016     14     0.00029
2016     15     0.00132
2016     16     0.00431
2016     17     0.01100
2016     18     0.01897
2016     19     0.03062
2016     20     0.03954
2016     21     0.04675
2016     22     0.05484
2016     23     0.06183
2016     24     0.06952
2016     25     0.07873
2016     26     0.09045
2016     27     0.09913
2016     28     0.10676
2016     29     0.11256
2016     30     0.11445
2016     31     0.11807
2016     32     0.11504
2016     33     0.10815
2016     34     0.10070
2016     35     0.09099
2016     36     0.07884
2016     37     0.06388
2016     38     0.05241
2016     39     0.04118
2016     40     0.02965
2016     41     0.01999
2016     42     0.01267
2016     43     0.00743
2016     44     0.00416
2016     45     0.00221
2016     46     0.00126
2016     47     0.00062
2016     48     0.00040
2016     49     0.00029
2016     50     0.00028
2016     51     0.00016
2016     52     0.00006
2016     53     0.00002
2016     54     0.00000
2016     55+    0.00000
2017     12-    0.00000
2017     13     0.00003
2017     14     0.00019
2017     15     0.00104
2017     16     0.00359
2017     17     0.01022
2017     18     0.01773
2017     19     0.02860
2017     20     0.03812
2017     21     0.04476
2017     22     0.05301
2017     23     0.05896
2017     24     0.06717
2017     25     0.07572
2017     26     0.08491
2017     27     0.09643
2017     28     0.10326
2017     29     0.10918
2017     30     0.11182
2017     31     0.11491
2017     32     0.11306
2017     33     0.10609
2017     34     0.09816
2017     35     0.08789
2017     36     0.07658
2017     37     0.06472
2017     38     0.05096
2017     39     0.04037
2017     40     0.02959
2017     41     0.02020
2017     42     0.01276
2017     43     0.00729
2017     44     0.00415
2017     45     0.00229
2017     46     0.00125
2017     47     0.00077
2017     48     0.00045
2017     49     0.00031
2017     50     0.00028
2017     51     0.00015
2017     52     0.00006
2017     53     0.00002
2017     54     0.00000
2017     55+    0.00000
2018     12-    0.00000
2018     13     0.00001
2018     14     0.00018
2018     15     0.00090
2018     16     0.00339
2018     17     0.00899
2018     18     0.01693
2018     19     0.02747
2018     20     0.03528
2018     21     0.04217
2018     22     0.04981
2018     23     0.05618
2018     24     0.06366
2018     25     0.07333
2018     26     0.08069
2018     27     0.09010
2018     28     0.09984
2018     29     0.10574
2018     30     0.10846
2018     31     0.11318
2018     32     0.10963
2018     33     0.10249
2018     34     0.09588
2018     35     0.08632
2018     36     0.07555
2018     37     0.06226
2018     38     0.05039
2018     39     0.03964
2018     40     0.02935
2018     41     0.02008
2018     42     0.01267
2018     43     0.00719
2018     44     0.00417
2018     45     0.00229
2018     46     0.00132
2018     47     0.00070
2018     48     0.00051
2018     49     0.00031
2018     50     0.00030
2018     51     0.00017
2018     52     0.00006
2018     53     0.00002
2018     54     0.00000
2018     55+    0.00000
2019     12-    0.00000
2019     13     0.00002
2019     14     0.00022
2019     15     0.00095
2019     16     0.00320
2019     17     0.00835
2019     18     0.01619
2019     19     0.02622
2019     20     0.03458
2019     21     0.04048
2019     22     0.04799
2019     23     0.05388
2019     24     0.06208
2019     25     0.06949
2019     26     0.07908
2019     27     0.08730
2019     28     0.09478
2019     29     0.10457
2019     30     0.10629
2019     31     0.11094
2019     32     0.10739
2019     33     0.10088
2019     34     0.09450
2019     35     0.08514
2019     36     0.07288
2019     37     0.06057
2019     38     0.04959
2019     39     0.03970
2019     40     0.02863
2019     41     0.02001
2019     42     0.01291
2019     43     0.00750
2019     44     0.00442
2019     45     0.00243
2019     46     0.00133
2019     47     0.00085
2019     48     0.00046
2019     49     0.00031
2019     50     0.00032
2019     51     0.00019
2019     52     0.00006
2019     53     0.00002
2019     54     0.00000
2019     55+    0.00000
2020     12-    0.00000
2020     13     0.00001
2020     14     0.00018
2020     15     0.00088
2020     16     0.00280
2020     17     0.00767
2020     18     0.01429
2020     19     0.02450
2020     20     0.03261
2020     21     0.03849
2020     22     0.04390
2020     23     0.05098
2020     24     0.05806
2020     25     0.06698
2020     26     0.07499
2020     27     0.08424
2020     28     0.09175
2020     29     0.09898
2020     30     0.10390
2020     31     0.10817
2020     32     0.10556
2020     33     0.09905
2020     34     0.09142
2020     35     0.08163
2020     36     0.07132
2020     37     0.05835
2020     38     0.04746
2020     39     0.03749
2020     40     0.02808
2020     41     0.01869
2020     42     0.01229
2020     43     0.00763
2020     44     0.00418
2020     45     0.00234
2020     46     0.00132
2020     47     0.00077
2020     48     0.00049
2020     49     0.00032
2020     50     0.00037
2020     51     0.00023
2020     52     0.00007
2020     53     0.00002
2020     54     0.00000
2020     55+    0.00000
