"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"Year",1950,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"",206,274,245,253,284,286,299,282,310,219,292,277,322,318,364,375,352,427,415,432,497,488,521,532,457,454,489,404,407,450,421,346,263,219,199,201,172,168,163,189,170,147,105,107,81,87,79,88,82,72,64,54,58,50,48,50,36,35,34,31,32,45,43,34
"",169.245183939117,151.318493636885,147.822832002774,136.634303047066,120.606240625281,118.940078548483,126.180926152882,118.307450954921,117.883327159109,117.960699595939,163,161,159,161,162,165,167,185,152,159,150,175,174,167,137,125,109,126,111,122,104,97,105,98,78,86,88,92,91,85,90,64,78,56,66,56,63,50,47,37,58,48,52,32,28,49,34,26,35,32,26,27,27,27
"",137.792304775534,126.298575652322,124.447076697518,116.396347297966,107.000787824461,106.265785979726,111.814638435134,104.41070486368,106.177675873703,105.502919257741,126,131,141,148,132,138,144,127,160,142,145,148,147,188,143,102,119,102,101,107,90,88,117,84,70,79,88,93,69,89,62,62,52,44,47,63,60,55,36,41,53,42,43,36,38,30,29,22,27,25,19,28,16,27
"",112.443809707567,105.606480879,104.946742727619,99.2925668744135,95.0335561318178,95.0161025776743,99.1971143120082,92.2839536156954,95.749081057606,94.4867426896775,105,102,99,113,114,95,116,121,110,123,125,131,125,118,117,93,104,103,73,82,92,89,96,79,84,68,53,61,69,61,44,49,52,49,48,32,34,36,53,35,40,35,23,29,23,22,20,28,23,18,17,11,14,10
"",92.3561374390489,88.7584694434882,88.9322516126257,85.0352365695119,84.6704914729441,85.1491742784985,88.2936096594135,81.917353981724,86.6455039518831,84.9481438035529,76,99,81,88,102,82,85,124,109,131,109,113,122,94,104,95,89,91,91,81,76,65,58,67,54,70,52,49,51,44,52,36,37,33,42,38,31,30,27,27,21,18,24,22,16,10,12,18,13,15,14,14,13,13
"",76.7889888815258,75.3261765978419,76.0583291265639,73.3714899770718,75.8956906352741,76.639829353597,79.0884889032364,73.319613687615,78.9368407164641,76.9440191454721,60.5818943604513,65.1744513482755,57.5657967418782,62.2084123748855,64.8950732397903,64.803857852345,69.6590492712108,76.8280076267457,72.4506912752458,88.4259690932324,74.1163285050678,81.5568230262255,77.825389242985,64.3908296244876,62.5752812422736,60.3473698473485,54.9267176617486,56.1671529627073,52.8067588199752,51.2950427050374,53.2816364262041,42.4011969806145,45.3070524408755,34.8435133444742,31.8194021980185,32.4525427998087,34.2351816695053,27.8282870895343,30.6369683449744,20.3461787256737,26.7137017239348,19.5427503133861,21.1067984072207,20.3629411902145,18.2816281649654,16.1483895972226,15.7413217688699,12.70126617681,12.0051038252538,12.6841803861426,10.5560814613105,9.39369577546217,7.70948581106434,5.34707024680573,6.62576434502524,4.49347560241,6.3380265529548,6.92066753672626,6.27458574532396,4.49181369666232,5.26223662133521,4.1156718675652,4.94932242917351,2.61231179641618
"",65.0826493607436,64.915670976989,66.0037172551539,64.0642050652801,68.6955911733928,69.4661460809038,71.5684536598825,66.5018556148654,72.6993684906061,70.5362380782381,61.9735423966844,66.1603950973845,59.4031421524089,64.673573924806,66.2957552109041,65.4227965420304,70.5871102964664,77.8008691519122,74.566296387475,86.9040743403942,75.7580133956565,81.5510045153733,77.8741375510795,66.6847582961563,64.5036631036621,61.4966041040796,57.473831371677,57.9177586382212,55.4597653172193,53.4688269227915,55.1956493017793,45.1106415235879,47.6423808303591,37.8223728124259,35.3521676977906,35.1389740945566,36.3650107857306,30.3221029041898,32.7699624836436,22.7980613130779,28.9194269793357,21.9288738900446,23.2671914361577,22.7309184655473,20.7511977241411,18.4662613069803,18.0036668520473,14.923115120658,14.3581725145745,15.1905097711598,12.8163985019354,11.2717345543944,9.61431568915161,6.8174491572,8.17481819845835,5.87933746513567,7.77979988330022,8.33933142213721,7.69069612134734,5.71904658787819,6.51573255926158,5.19832524205957,5.96841547438572,3.4422793213298
"",56.682538285409,57.1824043898832,58.4847168084128,56.898091267989,63.0611130204846,63.6074993982489,65.725733571731,61.4884084729686,68.0208737099667,65.7994873093776,63.5018946587807,67.2744440419387,61.4033453326986,67.3485614435122,67.8692759954871,66.2108113539596,71.6921515903906,78.96477209928,76.8960110079691,85.6460242105615,77.6196530217798,81.7674707883543,78.1407995871964,69.2200984774554,66.6506132269806,62.840322338532,60.2779537906127,59.8729676166065,58.3779832236332,55.8745176608192,57.310874990514,48.0930588016743,50.1987317019747,41.122547409406,39.3268748997407,38.1124509001154,38.6969002348983,33.0968371252945,35.1208043113947,25.5864075032786,31.3608336377593,24.6407563276939,25.6862322542434,25.4043674953601,23.5788868607721,21.1406176691845,20.6149905448344,17.5534420950661,17.1891740955358,18.2064729329868,15.5746532458336,13.5382252582335,11.9957544028093,8.69685976432248,10.0932517516554,7.69463679714989,9.55606349052737,10.0558714025469,9.4327406856936,7.28434398978394,8.07152225841785,6.56806009297062,7.20174526051766,4.53632840076509
"",51.0459930402196,51.7787719456245,53.2050775911056,51.6689172852321,58.972613404271,59.074625571846,61.536719013511,58.235985579132,64.9367186849267,62.7307808546221,65.3934401122387,68.7554567505165,63.7986288220077,70.4903428720763,69.9231400977846,67.5077502171617,73.3206286485062,80.6950627710559,79.7762826068128,85.1086663380494,80.0982291108229,82.6567705999143,79.0680756313308,72.3573729138643,69.3698127942527,64.7488212517699,63.6647238875141,62.3667181369655,61.8752752400343,58.8351184755011,59.9266543445237,51.600153932666,53.2171832674839,44.9349943666803,43.9209660010358,41.5545023046326,41.4058176263225,36.3198684721634,37.8693438338111,28.8598201071046,34.1880017863835,27.8091061805962,28.4856641549269,28.4973478965129,26.8794243342524,24.2880897281537,23.6910723029885,20.7215317767867,20.6424610376584,21.8764964099477,18.9811023869207,16.3104595160445,14.9912844314342,11.1140192978576,12.4907767636259,10.079155508545,11.7637476545791,12.1530824669456,11.5944703353273,9.28960083337238,10.0136657157705,8.30813199627007,8.70697573922045,5.97979863934491
