"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"Year",1950,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"",1204,576,455,315,303,254,278,251,234,161,162,155,145,174,127,97,109,71,74,86,95,96,102,79,63,59,55,45,25,20,20,17,13,17,17,16,12,16,18,19,19,20,19,24,16,10,9,13,12,11,20,12,2,17,14,7,15,9,11,3,3,2,2,2
"",72.4300113587446,52.1693172412733,34.6735568375549,27.9799638066769,25.0784306632302,23.4699942214929,24.1836961592504,17.2575763874674,15.7458485103328,11.8444843172659,34,31,31,26,23,26,14,3,8,5,9,3,9,3,7,3,6,8,5,8,3,3,4,3,5,2,2,6,8,5,5,2,2,3,3,1,2,1,5,2,1,4,5,1,2,4,1,1,2,0,1,0,1,0
"",54.6714040085576,41.8601507325431,28.1366783618231,23.7152410056082,20.9975329143742,19.7992769539323,20.2238802403122,14.8526609564356,13.8285847042025,10.5820586834193,8,7,15,11,7,8,4,10,6,7,6,4,3,1,2,3,3,6,1,3,5,4,2,0,4,6,1,0,2,2,2,4,3,1,2,3,1,0,1,0,0,3,0,0,3,0,0,2,1,0,0,0,0,2
"",41.3789665356957,33.6416596345975,22.8663176848539,20.1134958883353,17.5976403077122,16.7196289854808,16.9308176423573,12.7950653568372,12.1546283127359,9.45865652107601,8,6,1,4,4,2,6,7,7,3,1,5,3,3,3,4,3,6,2,1,3,2,5,1,1,2,2,3,4,0,2,0,1,1,2,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0
"",31.553207050324,27.1575420501448,18.6613997344218,17.0900696331312,14.788607957978,14.1598237600814,14.2176910828377,11.0525992163303,10.7082767133206,8.46608661766602,4,6,2,6,5,3,1,3,3,1,3,4,3,6,2,6,1,2,2,1,0,4,4,2,3,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,2,2,0,1,2,2,1,0,0,0,0
"",24.3944697918109,22.1070581700015,15.350423364842,14.5718265570508,12.4924833783508,12.057854693606,12.009202169063,9.59724727653835,9.47643633956403,7.5977069246857,4.4453330029435,3.04998464694917,1.81664500243072,2.15080450855083,3.45088228326624,2.8113589385487,1.88715212488193,2.29841283712856,1.84405136087431,2.53344297309142,1.71653906326516,2.20117936442253,2.38270537942685,1.81198160107389,1.89569393831947,3.76493242789055,1.06192601498894,1.20327113494321,1.04855616662498,1.51188324795508,1.43238838621493,0.988373480022954,0.535502358637869,0.70530499788209,0.41358107694891,0.813890251362069,0.637135335673516,0.305850045356174,0.511456140208188,0.641249117292668,0.296252576401554,0.20545692357726,0.132056200130085,0.096738452881023,0.229234356038689,0.16970663533281,0.166737807344139,0.226473669385086,0.232971418105742,0.163332998519519,0.478838256582157,0.396762520166881,0.352397036754331,0.275209667987517,0.407069689550482,0.454462200934209,0.0591514326543845,0.341312427171647,0.0582363279134107,0.270852289765216,0.12799367858933,0.11524796196099,0.151159218343879,0.120150304341393
"",19.2653049559095,18.2326426430926,12.7843167540951,12.4935677228083,10.6396529130919,10.3575334974267,10.2378014777457,8.40293446786066,8.44678149434298,6.84744079345021,4.40139810812125,3.11325200918191,1.9550255058314,2.27113818380789,3.47974077230618,2.8533773443295,2.0008742978096,2.41099242559336,1.94841981480649,2.56235107542286,1.87773555857905,2.34909542765904,2.53564381017058,1.90919205703335,2.03663358622133,3.79757583877898,1.17054472625063,1.30760117136314,1.17518439551681,1.59669544706122,1.5265409224001,1.0628531447384,0.59473799346859,0.775380192230551,0.468200410272743,0.869309746531379,0.694916685564646,0.34285847912174,0.546912477276257,0.6645887177765,0.32777184435913,0.233387955674079,0.148588958679887,0.113794600250979,0.253972863511151,0.19461295414488,0.187681035131096,0.252748103874955,0.259418257356054,0.186865940704942,0.517150883519509,0.413290325316183,0.379003167834871,0.294062973022914,0.439244470014348,0.484570317732803,0.0692986289980878,0.359671489694916,0.0697690624939936,0.295926458259706,0.143413124350215,0.129532490353432,0.169146579894247,0.135630468580171
"",15.6727896508215,15.3175743474822,10.835672805449,10.796806945541,9.16811927706491,9.00816662169596,8.84330188107815,7.44541804662572,7.60752551845352,6.20941912369348,4.35823508350436,3.17804370571277,2.10410912560815,2.39847098825854,3.50937348595443,2.89646916269597,2.12172885639916,2.52942230610796,2.05900527755711,2.59255207442274,2.05413911936729,2.50700817833149,2.69846704261851,2.01194970121311,2.18817102270257,3.83117604205483,1.2904385619107,1.42119171889056,1.31706091817562,1.68660215108953,1.62695715766365,1.14296111884792,0.660581660445229,0.852448557436689,0.530066694328321,0.928622450995581,0.75794544381007,0.384365095875342,0.584860986869014,0.688881010626171,0.362666198485736,0.265137214020052,0.167209249724024,0.133859815175641,0.28140372717117,0.223173107781162,0.211264507687815,0.282093016970007,0.288875178632675,0.213778456171897,0.558474514682919,0.430577779525801,0.407616989874007,0.314232453419257,0.473978111629419,0.516684709464829,0.0811886669065783,0.379041734733426,0.0835841237409021,0.323311176353558,0.160699630350317,0.145589413476103,0.189284196260988,0.153106767951523
"",13.1989132828445,13.1554058103939,9.38263199397045,9.42737560703658,8.01544346107815,7.9557717194521,7.76159520582888,6.69233427552147,6.93872416403949,5.67445201347241,4.31649519620327,3.24483747140906,2.26509833480362,2.53380361588579,3.54087582007022,2.94157533749407,2.25078987785521,2.65474456492043,2.17686890672414,2.62604550756146,2.24734995457084,2.67572266756008,2.87196804730401,2.12130667367802,2.35137787228467,3.86711931617654,1.42317739969457,1.54536977975765,1.47591229378458,1.78265898038592,1.73422369397136,1.22915925765328,0.733906922126733,0.937282334372907,0.600227210568255,0.992374056831634,0.826715363896827,0.430966832098948,0.62555484715167,0.71438614913525,0.401349800953989,0.301280767117047,0.188225243305557,0.157470063484968,0.311875247494854,0.255919363905977,0.237845385812375,0.314922330900962,0.321704133093983,0.244527211250024,0.60291909017087,0.448813907570404,0.438387501953372,0.335866095925322,0.511510736500616,0.550965417158785,0.0951266738412573,0.399531311311865,0.10012882568944,0.353193919708759,0.180102920566499,0.163643377481523,0.211853589283786,0.172840830630916
