"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"Year",1950,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"",1302,1089,908,902,792,663,682,626,497,434,451,424,418,391,380,367,314,294,327,254,233,230,192,179,155,155,125,86,92,120,103,120,114,81,97,94,82,89,93,81,85,106,104,113,88,85,107,100,89,62,69,65,47,53,67,66,53,70,59,60,53,36,44,63
"",94.8267129944617,118.162357984403,100.882843665913,106.326500585151,95.7427959809441,67.3016432580769,74.9196860592918,58.7678069092252,64.5522355345269,60.4679619690011,115,124,76,98,84,99,76,51,55,47,39,55,60,35,27,28,18,22,31,26,22,32,17,20,16,25,15,21,19,20,26,16,19,15,15,14,14,9,18,16,15,17,13,10,13,12,10,14,5,13,9,12,9,13
"",72.7977309277017,89.006837729285,78.3194741336149,81.1029291277104,73.4356317791624,55.0165656322062,62.0909873971082,48.251844070073,53.1308706846324,48.5799400874003,26,44,52,47,38,33,36,26,34,22,23,25,20,29,17,14,13,19,18,21,18,13,13,18,11,11,11,15,10,15,9,12,2,8,8,12,9,8,8,4,9,7,3,7,5,10,12,9,14,6,7,6,8,2
"",56.0299891962289,67.1987999378506,60.9030997213663,61.9816771025673,56.4159737748434,45.0197989393416,51.4955313626015,39.6587623363928,43.7858369387769,39.0857821620364,30,28,23,30,33,22,33,24,21,20,15,22,15,21,18,13,13,16,15,16,18,11,11,11,8,12,8,11,8,9,17,12,11,9,9,8,2,8,8,5,10,2,3,11,4,2,6,5,7,9,3,6,6,5
"",43.4320905025436,51.0547543575274,47.5773432216736,47.6198566407397,43.533050002492,36.9453423376057,42.7939919540416,32.691598580505,36.213967220738,31.5752872787451,34,25,22,15,21,18,10,24,13,24,17,11,15,13,12,8,15,11,12,10,20,9,9,11,9,14,3,7,3,11,9,11,8,7,6,3,5,8,2,5,8,3,5,3,5,4,2,4,2,2,1,3,2,6
"",34.1129688933955,39.242371078382,37.4851339812771,36.9455298592347,33.8683727588664,30.4832701348901,35.6980263000309,27.0975541156467,30.1545411802304,25.7031478062094,15.9586124115598,15.2137047540514,15.5651045496524,12.9812840089781,10.9522258112177,14.3331868472629,15.4516533835751,11.4435513024216,10.7945638032012,7.71732996408303,8.57720653133731,9.37021119843478,7.3986639421823,7.02850308187922,7.79047675324915,7.91917492715935,6.74453278836296,7.45361434794875,6.05541421817636,7.5226294973275,7.94956577726977,5.72944895062379,6.8127804647929,4.43508537179341,4.34158334929279,4.73195369690302,4.0410726751324,4.76733162831892,4.31794691880785,4.83218701978225,4.23684544799071,4.38380621711638,4.02082703350839,4.89766298144148,2.81766473018892,3.79378487058468,3.30911053384148,4.54222396025686,4.49443171228682,3.20817968055355,2.54671602579047,4.0597505699717,4.04957993521905,2.18436158064275,2.22427509771527,2.88918328324126,1.72699792254371,2.39743177695436,2.582928804389,3.68550887827634,3.0288255154303,2.14549643223452,3.22373849268619,3.82379873687638
"",27.3456922781379,30.7083130890272,29.9268637662003,29.1010304325518,26.6857897943428,25.3659749379528,29.9575132731105,22.6567134922062,25.3776333304639,21.1742832630072,14.8410277997268,14.6165127451036,14.876699055788,12.7902158513805,10.7405177667985,13.7366131309819,15.078070682824,11.303434092144,11.0191932238809,7.85372847600717,8.63569654188342,9.16451987100047,7.61483393060205,7.15965606208387,8.01839794238356,8.08296852514649,6.99474129764792,7.680570958498,6.60255595415083,7.85734055334817,8.47344874029099,6.33822484693857,7.41009622075541,5.06416105774459,4.82355861529549,5.14295412251808,4.49612231466579,5.13458176183495,4.70487163475687,5.18829084048241,4.62661964574204,4.66939530874874,4.34022720131087,5.2252792168792,3.1100685204068,4.07329469021706,3.6169584108809,4.77734089644062,4.7957699824222,3.54100960490865,2.91825246168367,4.34571329187656,4.23306535279816,2.45407435803614,2.50874040317691,3.19899890887012,1.93593608862909,2.64185277435804,2.84101660702144,3.84745405607884,3.32572249873666,2.32784873624505,3.35136522393769,3.9456967990642
"",22.5560102791764,24.6380159668422,24.3398702019223,23.4120853379129,21.4029794194375,21.363502469212,25.3551624984154,19.178756142469,21.6828473161327,17.740068902406,13.8072491576122,14.0452824827286,14.2204370781033,12.602748019078,10.5365273281965,13.1702488568054,14.7148498061526,11.1665765024619,11.2483179736277,7.9925498294192,8.6943306963475,8.96694522376523,7.83860581868614,7.29392565401062,8.25284154206507,8.25199641713039,7.25451919839763,7.91555256584355,7.1997879254828,8.20923750852574,9.03168607828711,7.01118175686032,8.05868747426711,5.78043107880121,5.35955373209597,5.59049503250465,5.00183620504826,5.53077653677801,5.12597741161947,5.57094094604565,5.05213082297053,4.9741469455611,4.68536054880531,5.57511934041985,3.43258251795603,4.37387738737514,3.95304789828487,5.02485940208121,5.11683549841656,3.90802215541986,3.34335646960257,4.65172556722171,4.42583742668726,2.756821695787,2.8293992654771,3.54187592930747,2.17036799806091,2.91108899082439,3.12493033404437,4.01718140148705,3.65107586049486,2.52573831648224,3.48456179496823,4.07187057464138
"",19.2393296187416,20.3595083032425,20.2455674076183,19.316596454243,17.5412284252577,18.2646312799871,21.6903955962368,16.4802915685649,18.863531175732,15.1619011761029,12.8605970899435,13.5035481378567,13.5979210605825,12.4203462630483,10.3470189379417,12.64250512496,14.3642404844028,11.0359344189863,11.481654723893,8.13386210163589,8.75259192969899,8.7841323955605,8.07296481004205,7.4327718748349,8.49368547834404,8.4302559201236,7.52484960130992,8.16120455047639,7.85324262618004,8.58419319400338,9.62614518058624,7.75385874634704,8.76037401297649,6.59071982263136,5.9568858315993,6.07980880201352,5.56243369186444,5.95970944361114,5.58312255038603,5.98281436010528,5.51636846273936,5.30060902967679,5.05913960596728,5.94939256393211,3.78773950779,4.69822503712124,4.31902319233135,5.28594466900839,5.4578363131082,4.31188737639879,3.82809687784134,4.97897991852618,4.63048759956007,3.09597710523459,3.19038386304931,3.92094940808667,2.43394321942538,3.20740884370985,3.43734498247943,4.19651393344859,4.00606001270158,2.74057961340326,3.62468698395963,4.20329878105182
